position,company,description,numreview,location
"Data Scientist, Farm Data Science",Indigo,"<span id=""job_summary"" class=""summary"">Indigo is a company dedicated to harnessing nature to help farmers sustainably feed the planet. With a vision of creating a world where farming is an economically desirable and accessible profession, Indigo works alongside its growers to apply natural approaches, conserve resources for future generations, and grow healthy food for all. Utilizing beneficial plant microbes to improve crop health and productivity, Indigo’s portfolio is focused on cotton, wheat, barley, corn, soybeans, and rice. The company, founded by Flagship Pioneering, is headquartered in Boston, MA, with additional offices in Memphis, TN, Research Triangle Park, NC, Sydney, Australia, Buenos Aires, Argentina, and São Paulo, Brazil. www.indigoag.com ( http://www.indigoag.com )
<br><br>
<b>Responsibilities:</b><br>
<ul>
<li>Develop a comprehensive understanding of Indigo's data structures and metrics.</li>
<li>Perform end-to-end analysis including collection of data, development of data specification requirements, data processing and normalization, and statistical modeling on an ongoing basis and on challenging deadlines.</li>
<li>Design and develop visuals of datasets and modeling results and present these as compelling storyboards to non-technical audiences.</li>
<li>Contribute to thoughtful business and sales recommendations using effective presentations of findings through synthesis and visualization of quantitative information.</li>
</ul>
<b>Competencies:</b><br>
<ul>
<li>Be extremely comfortable working with messy agricultural and biological datasets from a variety of non-normalized sources and imbued with high level of ambiguity.</li>
<li>Interact effectively with a very diverse set of teams including, but not limited to agronomy, engineering, sales, logistics, operations research, product development and project management.</li>
<li>Be able to lead a team with self-direction. Be able to both teach and mentor teammates and learn new techniques.</li>
<li>Be able to work on complex analysis problems, identify and apply appropriate advanced statistical analysis techniques as necessary.</li>
<li>Be comfortable with drawing conclusions from ambiguous data and recommend future course of actions.</li>
</ul>
<b>Qualifications:</b><br>
<ul>
<li>PhD degree in a quantitative discipline (e.g. statistics, biostatistics, epidemiology, applied mathematics, or similar) or equivalent practical experience.</li>
<li>2-3 years of industry experience in statistical sampling and resampling methods, and modeling techniques such as multivariable modeling and/or machine learning techniques.</li>
<li>Advanced programming experience in a statistical language. R or Python is preferred. Working experience with a wide range of statistical, geospatial and machine-learning libraries in R or Python is a plus.</li>
<li>Experience with databases (SQL/Postgres) and scripting languages (such as Python, Shell).</li>
<li>Familiarity with linux/unix and high-performance computing environments such as AWS and Google Cloud Compute.</li>
</ul>
</span>",,"Boston, MA"
Computational Geometry Scientist,General Electric,"<span id=""job_summary"" class=""summary""><div><b>About Us:</b><br>
GE Ventures is creating a new start-up, AIROS. This Start-up will have access to unparalleled<br>
resources through GE’s Global Research Center, GE Digital, GE Aviation Systems (GEAS) and<br>
GE’s IoT platform, Predix, NBC team leverages GE’s operational excellence, brand and scale to<br>
create options for breakout growth. The NEWCO is creating enabling infrastructure and robotics<br>
technologies that promote autonomy with persistent, geospatial big data stacks.<div><br>
</div><div>
AIROS offers a great work environment, professional development, challenging careers, and<br>
competitive compensation. AIROS is an Equal Opportunity Employer. Employment decisions<br>
are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation,<br>
gender identity or expression, age, disability, protected veteran status or other characteristics<br>
protected by law.</div>
GE offers a great work environment, professional development, challenging careers, and competitive compensation. GE is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.<br>
<br>
<b>Role Summary:</b><br>
Our team is creating an innovative system to coordinate operations for current and emerging Autonomous Systems that will perform a diversity of functions that will deliver new capabilities, as well as improve efficiency and safety of operations in multiple business sectors.<br>
<br>
<b>Essential Responsibilities:</b><br>
The Computational Geometry Scientist will work in a team environment and lead efforts as technical expert to design and develop algorithms for reasoning in dynamic 3-D environments with multiscale features for support off-line and real-time decision making by distributed decision agents. The successful candidate will be skilled in developing techniques and methods to enable spatial feasibility and resiliency and in a network of distributed autonomous decision agents.<br>
<br>
As a Computational Geometry Scientist, you will be part of a cross-disciplinary engineering team engaged in the development of a commercial system that will service multiple customers who seek to employ autonomous systems in a variety of industry sectors. You and your engineering members, will coordinate efforts with other teams with complementary expertise. You will be in an environment that emphasizes strong collaboration between engineering teams, product/business managers, end users, and internal/external partners.<div><br>
</div><div>
In this role, you will:</div><div><ul><li>
Work with Engineering Leadership, Product and Business Managers to understand product capability needs, and translate those into algorithm designs</li><li>
Provide expertise, guidance and rationale in the selection of context appropriate algorithms designs</li><li>
Work as part of a cross-functional team to translate algorithm design into practical and efficient implementations for commercially viable products and services.</li><li>
Provide expertise in the development of statistically driven conflict detection and resolution algorithms, and support their translation into online software functions.</li><li>
Develop novel approaches for enabling resiliency in the operation of a distributed autonomous system in noisy, disrupted, and/or uncertain environments</li><li>
Devise new strategies for scaling the coordinated operations of autonomous entities in environments with real-time constrains and safety concerns</li><li>
Generate reports, annotated code, and other projects artifacts to document, archive, and communicate your work and outcomes</li><li>
Participate in industry and technical meetings to support business objectives</li><li>
Communicate methods, findings, and hypotheses with stakeholders</li></ul></div>
<br>
<br>
<b>Qualifications/Requirements:</b><br>
Basic Qualifications<div><ul><li>
Master’s Degree in a “STEM” major (Science, Technology, Engineering, Mathematics) plus 7 years analytics development for industrial applications in a commercial/industrial setting</li><li>
Expertise in computational geometry, spatial analysis, high performance algorithms</li><li>
Knowledge of design and development of algorithms for real-time operation</li><li>
Extensive experience with programming and algorithm design</li><li>
Extensive software development experience (Java, C/C++, Python)</li></ul>
Eligibility Requirements</div><div><ul><li>
Legal authorization to work in the U.S. is required. GE may agree to sponsor an individual for an employment visa now or in the future if there is a shortage of individuals with particular skills.</li><li>
Any offer of employment is conditioned upon the successful completion of a background investigation and drug screen</li><li>
Must be willing to travel at least 10%</li><li>
Must be willing to work out of an office located in Boston, MA</li></ul></div>
<br>
<br>
<b>Desired Characteristics:</b><br>
<ul><li>Experience with development of on-line algorithms and data analysis<br>
techniques</li><li>
Experience with Java and/or Python development and frameworks such<br>
as JQuery, JavaScript, HTML5, CSS, SQL, NoSQL</li><li>
Hands-on experience with<br>
DevOps technologies such as continuous integration using Docker, Maven and<br>
Jenkins</li><li>
Experience with the practices and dynamics in Agile development<br>
process</li><li>
Use of documentation tools</li><li>
Ability to evaluate and select technology<br>
to drive features and roadmaps</li></ul>
<br>
<br>
<b>Locations: </b>United States; Massachusetts; Boston<br>
<p>GE will only employ those who are legally authorized to work in the United States for this opening.</p></div></span>",292 reviews,"Boston, MA 02212"
Senior Data Scientist,Darwin Recruitment,"<span id=""job_summary"" class=""summary"">Are you a Data Scientist who is looking to impact the strategy of a growing business?
<br><br>
Are you looking for the autonomy to set the technical vision of major projects?
<br><br>
Would you like to do so as part of an exciting new team in a growing business in Central Boston?
<br><br>
<b>I'm looking for someone who:</b><br>
Can build high quality prediction systems and implement large-scale solutions
<br><br>
Has extensive industry data experience using a variety of machine learning algorithms
<br><br>
Has an MSc or PhD in a relatable field and excellent communication skills
<br><br>
<b>Who is interested in:</b><br>
A highly autonomous Data Science role with a fantastic salary and bonus.
<br><br>
Pushing your skills and knowledge to the limit to solve complex business problems.
<br><br>
Implementing state of the art solutions and levelling up your tool-kit.
<br><br>
<b>For a company who are:</b><br>
An exciting start up marketing software business
<br><br>
Looking for someone to grow their business from technical and strategic perspective.
<br><br>
Offering the chance to be involved in career-defining projects.
<br><br>
This is a fantastic opportunity for a Data Science to gain the experience that will take their career to the next level, so get in touch today. You can send your CV or apply via LinkedIN.</span>",5 reviews,"Boston, MA"
"Senior Analyst, Data and Analysis",DigitasLBi,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>Overview
</b></h2><div><div><div><div><b>Senior Analyst – Data &amp; Analysis</b></div><br>
<div>
Digitas is a highly-caffeinated playground where brilliant minds come together to bring bold, award-winning ideas to life.</div><br>
<div>
The Data &amp; Analysis team uses data-driven insights to fuel strategic growth for clients. We believe that data should never exist in a vacuum; instead, it should be put to work to bring the best ideas and stories to our clients.</div><br>
<div>
To help with this, we’re looking for an outstanding Senior Analyst – someone who can analyze massive data sets, make insightful cross-channel recommendations, and communicate strategic ideas to clients. Sound like you? Read on.
</div><br>
<div><b>What you’ll do:</b></div><br>
<div>
As a Senior Analyst, you’ll build the strategic and tactical foundation for data-driven marketing efforts. You’ll work to achieve client goals through brand and acquisition campaigns, site optimization, and/or online testing strategy.</div><br>
<div><b>
Day-to-day, your role includes:
</b></div><ul><li>Instituting frameworks across project and campaign lifecycles, including measurement plans, primary and secondary research, and performance reporting</li><li>
Diving into large data sets, uncovering insights, and providing impactful recommendations to clients</li><li>
Connecting the dots across channels through data (including display media, site, search, email, and social) to provide a holistic view of marketing efforts
</li><li>Communicating with clients regularly on scheduled deliverables and ad-hoc requests</li><li>
Collaborating with internal teams and external partners to drive success for client’s business goals</li></ul><br>
<div><b>
We’re looking for strong, impactful work experience, which typically includes:</b></div><ul><li>
3-5 years of experience in analytics or strategy
</li><li>A four-year college degree</li><li>
Passion for digital marketing and emerging trends in the digital landscape</li><li>
Experience communicating with internal and external stakeholders at a variety of levels</li><li>
Fluency with Excel (including pivot tables and vlookups) and/or other data analysis tools such as SQL or Tableau
</li><li>Comfortable in a fast-paced and deadline-driven environment</li></ul><br>
<div>
Got what it takes? We’d love to hear from you.</div><div>
Digitas is an equal opportunity employer.</div></div></div></div></div></span>",151 reviews,"Boston, MA"
Research Analyst,Harvard Pilgrim Health Care,"<span id=""job_summary"" class=""summary""><div><div><div>Are you interested in becoming part of a dynamic team that is looking to innovate and improve?
</div><div>Would you like to work for a company that has been rated by the BBJ (15+yrs) as one of the best places to work?</div>
<div>Do you want to be part of a company that is committed to giving back to the community?</div>
<br>
<div><div>Harvard Pilgrim Health Care Institute is currently seeking a highly motivated individual to join the Therapeutics Research and Infectious Disease Epidemiology group (TIDE) within the Department of Population Medicine our organization as a Research Analyst. TIDE manages large, complex, multi-institutional research initiatives based within health systems using electronic health data. The Research Analyst will perform a variety of observational research related activities, including but not limited to technical requirements preparation, SAS data management and formal report preparation.</div></div>
<br>
<div><b>WHAT YOU WILL BE DOING:</b></div>
<ul><li>Coordinate data management and data analysis.
</li><li>Participate in or lead discussions with internal investigators and other analysts to understand and interpret questions, create technical specifications/requirements, and provide guidance and suggestions based on scientific and operational experience. Communicate with diverse groups of collaborators.
</li><li>Assist in the management of quality control testing of analytic programs (e.g., SAS), in accordance with internal standards and guidelines. Create and maintain programs to perform analyses and generate routine and ad hoc reports, in close consultation with investigators, statisticians and senior programmers.</li><li>
Analyze large medical claims and/or electronic health record datasets.
</li><li>Create and revise documentation, as appropriate. Prepare summary reports and presentations.
</li><li>Perform out-of-the-box thinking, collaborate with others, and make a difference every day!
</li><li>Other duties and projects as assigned.</li></ul><br>
</div><div><b>
Qualifications</b><br>
<div><b>
WHAT YOU NEED:</b></div>
<ul><li>Bachelor’s degree required; master’s degree in public health, health services research, health policy, economics, epidemiology, or similar field preferred.
</li><li>1 to 5 years of relevant experience conducting epidemiological evaluations, or working with administrative healthcare and electronic health record data. General understanding / background in healthcare and sound knowledge of scientific research methods.
</li><li>Knowledge of common electronic healthcare coding systems (e.g., NDC, RxNorm CUI, LOINC, ICD-9-CM/ICD-10-CM, HCPCS). Intermediate SAS programming skills. Sound knowledge of Microsoft Office applications, especially Word, PowerPoint, and Excel.</li><li>
Excellent interpersonal skills, dependable, motivated, and willing to learn new tasks. Strong written and oral communications. Able to operate independently and with good judgment.
</li><li>Resilient, collaborative, flexible, innovative.
</li></ul><br>
<div><b>WHAT MAKES US STAND OUT:</b></div>
<ul><li>Work-Life-Flexibility
</li><li>Paid volunteer time off (up to 3 days annually)
</li><li>Open time off.
</li><li>Annual Mini-Grant of $500 donated to a non-profit organization of the employee’s choice
</li><li>Educational Reimbursement</li></ul>
<div><b>Working Environment</b><b>
</b></div><div>Office environment</div><br>
</div><div><b>
Primary Location</b><b>:</b> United States of America-Massachusetts-Boston<br>
</div><div><b>
Organization</b><b>:</b> 998 Harvard Pilgrim Health Care Grant</div></div></span>",61 reviews,"Boston, MA"
Medical Writer,Baim Institute for Clinical Research,"<span id=""job_summary"" class=""summary""><div><p><b>About Us:</b></p>
<p>
The Baim Institute for Clinical Research is a leading, non-profit academic research organization (ARO) that delivers insight, innovation, and leadership in today’s dynamic research environment. We collaborate with the world’s most highly respected researchers from renowned institutions to design and run clinical trials – and we are fiercely committed to finding creative solutions and delivering timely results that help advance health and quality of life around the world.</p>
<p><b>
About the Position:</b></p>
<p>
The Medical Writer will participate as an integral member of the Trial Design and Development group supporting the company's business and research efforts. The successful candidate will be a dedicated, detailed-oriented individual, capable of accurately interpret and efficiently convey the provided scientific information in an appropriately formatted manner within deadlines and who excels at working within a team setting. Position may be full-time or per diem.</p>
<p>
The Medical Writer will be responsible for ensuring the preparation of clinical documents for timely, consistent and accurate reporting in accordance with ICH guidelines, applicable regulatory requirements, Good Clinical Practices (GCPs), and standard operating procedures (SOPs).</p>
<p><b>
Primary Duties:</b></p>
<ul>
<li><p>Compose, review, and proof-read medical communication documents (grants, manuscripts, abstracts, poster presentations, etc.) based on internal discussions, generating data figures and images, and incorporating post-review edits.
</p></li><li><p>Under minimal supervision, write and/or revise clinical protocols, clinical study reports, Data Safety Monitoring Board Charters, and other regulatory documents by conducting the following activities or ensuring the following activities have been accomplished:</p>
</li>
<li><p>Participation in Quality Deliverable meetings</p>
</li>
<li><p>Review of statistical analysis plans and other relevant documents</p>
</li>
<li><p>Management of timelines for document generation, revision and completion</p>
</li>
<li><p>Coordination and management of review cycles, comments’ incorporation and documents finalization</p>
</li>
<li><p>Interact closely with team members to ensure the accuracy of all documents and reports.</p>
</li>
<li><p>Actively participate in assigned project team meetings and provide scientific background information when needed.</p>
</li>
<li><p>Remain current with medical/scientific developments in the assigned therapeutic areas.</p>
</li>
<li><p>Complete all required training and work within Baim Institute established policies and procedures.</p>
</li>
</ul><p><b>Skills and Abilities Required:</b></p>
<ul>
<li><div>Experience writing all types of clinical and regulatory documents is preferred
</div></li><li><p>Expertise in multiple therapeutic areas (experience in cardiology is preferred, but not required)
</p></li><li><p>Knowledgeable in industry trends for study reports</p>
</li>
<li><p>Knowledge of FDA and ICH guidelines is preferred</p>
</li>
<li><p>Comprehension of clinical research and statistical methods and ability to collate and summarize a broad range of scientific data</p>
</li>
<li><p>Must have an excellent command of the English language with attention to detail, grammar and syntax</p>
</li>
<li><p>Strong interpersonal skills to interact with scientists and management</p>
</li>
<li><p>Ability to work independently on multiple and complex projects in a fast-paced environment</p>
</li>
<li><div>Expertise of Microsoft Office, graphics packages (such as Adobe Illustrator, Adobe Photoshop, etc.), and EndNote</div>
</li></ul><p><b>Education:
</b></p><p>Required: B.A./B.S., B. Pharm, M.S.</p>
<p><b>
Years of Experience:</b></p>
<p>
Required: 2-4 years writing clinical regulatory documents.
</p><p>Preferred: 5 years of relevant clinical trial experience in the ARO/CRO environment or medical device/biopharmaceutical industry.
</p><p><b>Please submit a writing sample(s) which demonstrates your </b><b>scientific writing ability, most specifically i</b><b>ncluding clinical trial protocols. Applicants will not be considered without a medical writing sample(s).</b></p></div></span>",,"Boston, MA 02215"
Data Engineer,Cervello Inc,"<span id=""job_summary"" class=""summary""><div><p><b>Summary:</b>
<br>
<br>
You have experience with client projects and in handling vast amounts of data – working on database design and development, data integration and ingestion, designing ETL architectures using a variety of ETL tools and techniques. You are someone with a drive to implement the best possible solutions for clients and work closely with a highly skilled Analytics team. Play a key role on projects from a data engineering perspective, working with our Architects and clients to model the data landscape, obtain data extracts and define secure data exchange approaches.</p>
<ul><li>Plan and execute secure, good practice data integration strategies and approaches</li>
<li>Acquire, ingest, and process data from multiple sources and systems into Big Data platforms</li>
<li>Create and manage data environments in the Cloud</li>
<li>Collaborate with our business analysts and data scientists to map data fields to hypotheses and curate, wrangle, and prepare data for use in their advanced analytical models</li>
<li>Have a strong understanding of Information Security principles to ensure compliant handling and management of client data</li>
<li>This is a fantastic opportunity to be involved in end-to-end data management for cutting edge Advanced Analytics and Data Science</li>
</ul><p><b>Qualifications:</b></p>
<ul><li>Experience on client-facing projects, including working in close-knit teams</li>
<li>Experience and interest in Big Data technologies (Hadoop / Spark / NoSQL DBs)</li>
<li>Experience or familiarity with real-time ingestion and streaming frameworks is a plus</li>
<li>Experience and desire to work with open source and branded open source frameworks</li>
<li>Experience working on projects within the cloud ideally AWS or Azure</li>
<li>Experience with NLP, Machine Learning, etc. is a plus</li>
<li>Experience working on lively projects and a consulting setting, often working on different and multiple projects at the same time</li>
<li>Strong development background with experience in at least two scripting, object oriented or functional programming language, etc. SQL, Python, Java, Scala, C#, R</li>
<li>Data Warehousing experience, building operational ETL data pipelines across a number of sources, and constructing relational and dimensional data models</li>
<li>Excellent interpersonal skills when interacting with clients in a clear, timely, and professional manner.</li>
<li>A deep personal motivation to always produce outstanding work for your clients and colleagues</li>
<li>Excel in team collaboration and working with others from diverse skill-sets and backgrounds</li>
</ul><p>Cervello is a dynamic technology company that is focused on business analytics and planning. We take an innovative approach to making complex solutions simple so our clients can focus on running their businesses. Our services and applications enable our clients to gain the benefits of a world-class analytics and planning capability without the headaches.</p></div></span>",,"Boston, MA 02210"
"Analyst, Research - Managed Volatility",Acadian Asset,"<span id=""job_summary"" class=""summary"">Analyst, Research – Managed Volatility
<br><br>
Acadian Asset Management LLC is a Boston-headquartered investment management firm with wholly owned affiliates located in Singapore, London, Tokyo and Sydney. As of December 31, 2017, the firm managed approximately US$97 billion on behalf of major pension funds, endowments, foundations, governments and other investors based in the U.S. and abroad.
<br><br>
<b>Position Overview:</b><br>
We are seeking an Analyst to join our Managed Volatility investment team to assist in the management and development of a quickly growing equity strategy. This person will work closely with portfolio managers and other research analysts to contribute to projects that will strengthen our investment process and our management of client portfolios generally.
<br><br>
<b>Responsibilities:</b><br>
<ul>
<li>Handling large unstructured data sets</li>
<li>Writing computer programs to locate, extract, and analyze data from large unstructured datasets</li>
<li>Performing sophisticated statistical and financial analysis</li>
<li>Presenting analysis clearly, orally or in writing</li>
</ul>
<b>Qualifications:</b><br>
<ul>
<li>Bachelor's degree (with a strong academic record) in a quantitative field such as mathematics, computer science, statistics, physics, engineering, economics, or similar discipline is required. Masters or PhD or participation in CFA program is a plus</li>
<li>World-class analytic skills, as demonstrated by standardized test scores, problem solving abilities, and work experience</li>
<li>Strong experience with programming languages, databases, and tools. Knowledge of at least one of Python (preferred), C/C++, Java, Ruby or similar language is essential</li>
<li>Facility with widely used and applied concepts in probability and statistics, linear algebra, and multivariate calculus</li>
<li>Strong computing skills, and the ability to parse, process, and analyze large unstructured data-sets</li>
<li>Strong written and verbal communication skills</li>
<li>Ability to work with others and resourcefulness in navigating an organization</li>
<li>Demonstrated interest in financial markets; experience with such markets is a plus</li>
</ul>
To apply for this position or view Acadian’s open roles, please visit the Careers section of our website at http://www.acadian-asset.com/careers/job-opportunities. We will contact only selected candidates.
<br><br>
It is the policy of Acadian Asset Management LLC to provide equal employment opportunity to all qualified persons without regard to race, creed, color, sex, age, national origin, marital status, veteran status, citizenship status, disability, or sexual orientation.</span>",,"Boston, MA"
Automation Padawan (1 year paid internship),Ginkgo Bioworks,"<span id=""job_summary"" class=""summary""><div><div><div>Our mission is to make biology easier to engineer. Ginkgo is constructing, editing, and redesigning the living world in order to answer the globe’s growing challenges in health, energy, food, materials, and more. Our bioengineers make use of an in-house automated foundry for designing and building new organisms. Today, our foundry is developing over 40 different organisms to make different products across multiple industries.</div><div><br>
</div><div>
Padawans (what we call interns) at Ginkgo work on projects just as ambitious as the Jedis (what we call full-time employees). Because of this, we’re looking for the best scientists and engineers who are excited by the challenges of scaling and improving our foundry in our Padawans. Because it touches nearly every part of the foundry, the Automation Team is integral to Ginkgo’s vision for the future. We are creating integrated robotic workcells, designing processes around walkup robotic systems, improving how data is handled, working with scientists on scaling their processes, and much more. All the work we do is in service of increasing Ginkgo’s capacity in terms of the number of strains engineered and the diversity of species and products we can handle. It’s an enormous challenge and we need people who are eager to get started. You’ll be working hand-in-hand with biologists, software developers, and other engineers to co-develop the wetware, hardware, and software infrastructure that underpin the foundry.</div><div><br>
</div><div>
This is a one year, full-time internship. We've found that three-month summer internships are too short for someone to get up to speed and be productive in our organism engineering foundry. Applicants are taken on a rolling basis. We suggest you apply two months before your intended start date. Undergraduate applicants are typically seniors looking for post-graduation plans and graduate applicants should be planning to graduate within a year. The Padawan position is also a good way for someone with less industry experience to get a chance to see if Ginkgo is a good fit.</div></div>
<div><div><h3 class=""jobSectionHeader""><b>Responsibilities</b></h3><div><ul><li>
Developing automated experimental workflows for genetic engineering processes, strain cultivation, sample preparation, and multi-omics analysis</li><li>
Writing software to drive operation of laboratory instruments and robotics</li><li>
Validating and QC'ing automated protocols</li><li>
Writing software for data acquisition, retrieval, and processing</li><li>
Operating automation equipment with biologists</li><li>
Training automation users on workflows and best practices</li><li>
Supporting and maintaining automation hardware</li><li>
Designing and building integrated automation infrastructure, including workcells for executing high-throughput processes, as well as flexible distributed automation tooling</li></ul></div></div></div>
<div><div><h3 class=""jobSectionHeader""><b>Requirements</b></h3><div><ul><li>
Ability to work at Ginkgo Bioworks for up to one year as a Padawan</li><li>
Experience with laboratory automation systems and experimental workflow development</li><li>
Software development capability, especially pertaining to hardware control</li><li>
Practical knowledge of high-throughput biological processes</li><li>
Experience in hardware development, integration, and testing</li></ul></div></div></div>
<div><div>To learn more about Ginkgo, check out some recent press:</div><div>
Ginkgo Bioworks secures $275 million in Series D, valuing the company at over $1 billion (TechCrunch)</div><div>
Can This Company Convince You to Love GMOs? (The Atlantic)</div><div>
Hundreds Of Millions Of Dollars Pour Into Hacking Microbes (Forbes)</div><div><br>
</div><div>
We also feel it’s important to point out the obvious here – there’s a serious lack of diversity in our industry and it needs to change. Our goal is to help drive that change. We hope to continue to build a company whose culture promotes inclusion and embraces how rewarding it is to work with engineers from all walks of life. Making biology easier to engineer is a tough nut to crack – we can’t afford to leave any talent untapped.</div><div><br>
</div><div>
It is the policy of Ginkgo Bioworks to provide equal employment opportunities to all employees and employment applicants.</div></div></div></span>",,"Boston, MA"
Senior Data Scientist,Workbridge Associates,"<span id=""job_summary"" class=""summary""><div><p>Are you interested in a role that offers you the opportunity to consult some of the top Fortune 500 firms in the nation make the best decisions when it comes to their data environments? We are a well-known data consulting shop looking to bring on a Senior Data Engineer to interact with industry agnostic clients to help them build out cutting edge data structures and distributed systems. They’re looking for someone who has worked with a variety of NoSQL databases, ideally someone with some sort of Spark exposure, as well as someone who is very confident and comfortable in a client facing role. This role offers a lot of ownership and impact and would require up to 40-50% travel nationwide.</p>
<h2 class=""jobSectionHeader""><b>Required Skills &amp; Experience</b></h2>
<ul><li>3+ years working with large data sets</li>
<li>Java, Python, or Scala</li>
<li>Data warehouses, ETL, BI</li>
<li>Strong SQL and NoSQL experience</li>
<li>Previous consulting or client facing experience</li>
<li>Ability to interact with both technical and nontechnical stakeholders</li>
</ul><h2 class=""jobSectionHeader""><b>Desired Skills &amp; Experience</b></h2>
<ul><li>AWS, GCP, etc.</li>
<li>Hadoop, Spark, EMR</li>
<li>AWS Redshift</li>
<li>Data pipelining (Kafka, etc)</li>
<li>Exposure to analytics</li>
<li>Strong understanding of Information Security</li>
<li>Bachelors or Masters Degree</li>
</ul><h2 class=""jobSectionHeader""><b>What You Will Be Doing</b></h2>
<ul><li>60% Data Engineering</li>
<li>40% Requirements Gathering/Client Facing</li>
<li>Travel Required</li>
</ul><h2 class=""jobSectionHeader""><b>The Offer</b></h2>
<ul><li>Competitive Salary: Up to $80-130k/year, DOE</li>
</ul><p>You will receive the following benefits:</p>
<ul><li>Medical Insurance &amp; Health Savings Account (HSA)</li>
<li>401(k) with company match</li>
<li>Paid Sick Time Leave</li>
<li>Pre-tax Commuter Benefit</li>
<li>Causal work setting</li>
<li>Extensive training</li>
<li>Full travel accommodations</li>
<li>Generous Bonuses</li></ul>
<br>
<p>Applicants must be currently authorized to work in United States on a full-time basis now and in the future.</p>
<p>This position does not offer sponsorship.</p>
<p>Workbridge Associates, part of the Motion Recruitment network, provides IT Staffing Solutions (Contract, Contract-to-Hire, and Direct Hire) across 11 major North American markets. Our unique expertise in today’s highest demand tech skill sets, paired with our deep networks and knowledge of our local technology markets, results in an exemplary track record with candidates and clients.</p></div></span>",40 reviews,"Boston, MA"
Python Engineer,"Crop One Holdings, Inc.","<span id=""job_summary"" class=""summary""><p><b>Python Engineer @ FreshBox Farms</b></p><p><i>Greater Boston, Massachusetts.</i></p><p>FreshBox Farms is a cutting-edge indoor hydroponic farming company bringing fresh produce closer to your home by breaking down the old barriers of traditional farming. Our produce is delivered to stores within 24 hours of harvest and is of the highest quality, grown without ever using pesticides, herbicides, or fungicides.Growing indoors at our farm in Millis, Massachusetts means our greens are always in-season and are available fresh all year-round.</p><p><i><b>About Role</b></i></p><p>We’re seeking Python Engineers to join a team of programmers, engineers, scientists, and analysts to develop and extend our capabilities around operating and optimizing our indoor vertical farms.</p><p>As a PythonEngineer you will work in a highly collaborative and dynamic environment building tools and infrastructure for operational, engineering, and business concerns. Projects may include information management systems, data science and analytics, and distributed control systems. The ideal candidates will be comfortable learning new technologies, excel developing and implementing real-world solutions, possess excellent communication skills, and thrive collaborating within a multi-disciplinary team. This is a unique opportunity to enter into the burgeoning indoor agriculture industry.</p><p><i><b>What We’re Looking For</b></i></p><ul><li><i>5+ years </i>_work <i>_e</i>xperience with Python</li><li>5+ years developing in a Linux/UNIX environment.</li><li>Experience building and managing relational databases, ideally PostgreSQL</li><li>Experience building web applications and APIs with Django or Flask</li><li>Solid understanding of security and network programming principles</li></ul><p>C<i><b>onsidered a Plus</b></i></p><ul><li>Experience with machine learning and/or computer vision</li><li>Experience with AMQP implementations</li><li>Experience with containerization (Docker, Kubernetes)</li><li>Experience with AWS or similar cloud platforms</li><li>Enterprise Systems Integration</li><li>You’re a hardware tinkerer or mechanically inclined</li><li>A background in Biology or you’ve worked on a farm</li></ul><p>Don’t have all skills we’re looking for, but think you have something to contribute? We would love to hear from you.</p><p><i><b>Minimum Qualifications</b></i></p><p>Bachelor's Degree in computer science, engineering, or information systems. At least four (4) years work experience in a Software Engineering environment.</p><p><i><b>Salary Range</b></i></p><p>$80,000 to $120,000 / year</p><p>Job Type: Full-time</p><p>Salary: $80,000.00 to $120,000.00 /year</p><p>Experience:</p><ul><li>Python: 5 years</li></ul><p>Education:</p><ul><li>Bachelor's</li></ul><p>Location:</p><ul><li>Greater Boston</li></ul></span>",,"Boston, MA"
