position,company,description,numreview,location
Machine Learning Data Scientist,Morgan Stanley,"<span id=""job_summary"" class=""summary"">Morgan Stanley is a leading global financial services firm providing a wide range of investment banking, securities, investment management and wealth management services. The Firm's employees serve clients worldwide including corporations, governments and individuals from more than 1,200 offices in 43 countries.
<br><br>
As a market leader, the talent and passion of our people is critical to our success. Together, we share a common set of values rooted in integrity, excellence and strong team ethic. Morgan Stanley can provide a superior foundation for building a professional career - a place for people to learn, to achieve and grow. A philosophy that balances personal lifestyles, perspectives and needs is an important part of our culture.
<br><br>
Technology works as a strategic partner with Morgan Stanley business units and the world's leading technology companies to redefine how we do business in ever more global, complex, and dynamic financial markets. Morgan Stanley's sizeable investment in technology results in quantitative trading systems, cutting-edge modeling and simulation software, comprehensive risk and security systems, and robust client-relationship capabilities, plus the worldwide infrastructure that forms the backbone of these systems and tools. Our insights, our applications and infrastructure give a competitive edge to clients' businesses—and to our own.
<br><br>
Institutional Corporate Technology (ICT) is part of Technology. This group is responsible for developing enterprise applications for a diverse set of businesses including Fixed Income, Equities, Commodities, Investment Banking, Research, and Global Capital Markets. In addition, ICT provides technology solutions for client-aligned groups and company-wide divisions, such as Finance and Operations, post-trade functions within the Institutional Securities Group and standardized data and enterprise-wide services to provide leverage to the Firm's businesses.
<br><br>
Morgan Stanley Machine Learning (MSML) is Morgan Stanley's center of excellence responsible for working with business and IT teams across the firm to solve mission-critical problems. We are a highly motivated and collaborative team consisting of data scientists, machine learning engineers and members from academia. Our team is uniquely positioned to apply advanced AI and NLP to revenue generating business cases. Responsibilities: - Work with stakeholders to refine requirements and communicate progress, and Translate discussions into solutions
<br><ul>
<li>Lead projects and develop strong collaboration with other team members and across the firm- Mentor junior members of the team- Develop &amp; Deploy models to production- Participate in internal and external forums</li>
</ul>
<b>Qualifications Required:</b> - Development experience in Python with good command over respective data pipelining, matrix algebra and statistics libraries- Deep learning programming experience with Python/Tensorflow or similar library in a GPU environment- Tuning and optimization of sequential deep learning models- Model deployment and scaling experience
<br><ul>
<li>Strong communication skills &amp; team management experience- 5-10 years of experience- MS in Computer Science. PhD preferred.Desired: - Reinforcement learning experience - Deep Generative models - Research publications</li>
</ul>
</span>","2,694 reviews","New York, NY"
Data Scientist,Northwestern Mutual Life Insurance Company,"<span id=""job_summary"" class=""summary""><div><p><b>At Northwestern Mutual, we believe relationships are built on trust.</b> That our lives and our work matter. These beliefs launched our company nearly 160 years ago. Today, they're just a few of the reasons why people choose to build careers at Northwestern Mutual.</p><p><b>
We're strong and growing.</b> In a company with such a long and storied history, this may be the most exciting and important time to be a part of Northwestern Mutual. We're strong, innovative and growing.</p><p><b>
We invest in our people. </b>We provide opportunities for employees to grow themselves, their career and in turn, our business.</p><p><b>
We care. </b>We make a positive difference in our communities. Nationally, thousands have benefitted from our support of research and programs to fight childhood cancer. Each year, our Foundation, employees and financial representatives donate time, talent and financial support to causes they're passionate about.</p><br>
<p><i>
We are an equal opportunity/affirmative action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender identity or expression, sexual orientation, national origin, disability, age or status as a protected veteran, or any other characteristic protected by law.</i></p><br>
<p><b>
Responsibilities:</b></p><ul><li>
Development of prototype solutions, mathematical models, algorithms, machine learning techniques, and robust analytics to support analytic insights and visualization of complex data sets for productization and monetization</li><li>
Drive innovation by exploring new experimentation methods and statistical techniques that could sharpen or speed up our product decision-making processes</li><li>
Develop and deploy testing hypotheses and analyze test results, providing the necessary analytical rigor to ensure data quality, consistency, repeatability, and accuracy of insights</li></ul><br>
<p><b>
Qualifications:</b></p><ul><li>
2+ years of professional experience with a proven track record of leveraging data science to drive significant business impact or to develop data/algorithm based products</li><li>
Bachelor's degree in Statistics, Mathematics, Operations Research, Computer Science, Econometrics or related field</li><li>
Statistical knowledge and intuition - ideally utilized in A/B testing</li><li>
Experience with distributed databases and query languages like Hive, Spark, Scala, or Pig</li><li>
Programming experience with a scripting language such as Python, Perl, Java, or Ruby</li><li>
Experience writing high performance compiled code, ideally in C++</li><li>
Proficiency with a statistical analysis tool such as R or SAS</li><li>
Machine learning experience</li><li>
Ability to tell a story with data – What does the analysis tell you? What do you think the business should do next? Why do you think what is happening, is happening? Ability to influence others with the story of what you’re seeing in the data to make business recommendations</li><li>
Excellent time and project management skills, with the ability to manage detail work and communicate project status effectively to all levels</li><li>
Proven track record in meeting aggressive deadlines</li></ul><br>
<p><b>
Preferred Education:</b></p><p>
PhD or MS degree in Statistics, Mathematics, Operations Research, CS, Econometrics or related field</p><br>
<p><b>
Req ID:</b> 23429<br>
<b>Position Type:</b> Regular Full Time<br>
<b>Education Experience:</b> Bachelor's Required<br>
<b>Employment Experience:</b> 3-5 years<br>
<b>Licenses/Certifications:</b><br>
<b>FLSA Status:</b> Exempt<br>
<b>Posting Date:</b> 07/24/2018</p></div></span>","2,203 reviews","New York, NY 10003"
Game Data Scientist,Tilting Point,"<span id=""job_summary"" class=""summary"">Tilting Point is looking for an awesome Data Scientist to join us in our NYC headquarters!
<br><br>
Your Future at Tilting Point
<br><br>
<ul>
<li>Partner with all departments to meet all of their different data analysis needs by leading the design and building of both large systematic reports and small custom pieces.</li>
<li>Collaborate with product teams and help define data taxonomies for tracking of game events.</li>
<li>Build end-user long-term value (LTV) projections and new data models for User Acquisition Tactics and Games Growth Projections.</li>
<li>Design and build comprehensive game, database and programmatic ad buying data analytics system tools and oversee development of system tools by junior analysts and data engineering.</li>
<li>Serve as data team lead in communicating and presenting daily to all outside game studio partners: data findings and insights, related strategic recommendations, and status of game tool systems development.</li>
</ul>
Your XP &amp; Skills
<br><br>
<ul>
<li>Bachelor’s or equivalent degree in Data Science, Mathematics, Statistics, Operations Research, or Engineering Technology with an emphasis on Statistical Analysis and 1+ years of data science experience in mobile/digital analytics.</li>
<li>2+ year's experience with: SQL; statistical, machine learning, and Bayesian knowledge with statistical significance testing, A/B testing, and predictive analytics skills; data modeling, design, and architecture principles; data mining, clustering, and segmentation; scripting languages Python, R, PHP, JavaScript.</li>
<li>2+ year's experience building user behavior prediction using the following machine learning techniques: Linear regression; Lasso/Ridge; Logistic regression; Naïve Bayes; Decision tree; Random forest; Support vector machine; Neural network; Deep learning; K-Means; Clustering; Nearest neighborhood; and Logit.</li>
<li>Experience creating and optimizing campaigns for Facebook ads, AdColony, Unity Ads, Apple Search Ads, TV Advertising, and Google AdWords for a programmatic ad buying system.</li>
<li>Experience in a free-2-play mobile game company environment building automation services and working with Facebook APIs, Amazon Redshift, Amazon Web Services AWS, Lambda, EC2, Mobile Analytics, QuickSight, Kinesis, and Google BigQuery and big plus!</li>
</ul>
Interested? We would love to hear from you. Just send us your resume and cover letter below (and tell us about your passion for mobile and/or free-to-play games!)
<br><br>
( https://www.glassdoor.com/Reviews/Tilting-Point-Reviews-E1370330.htm )
<br><br>
<ul>
<li>Direct applicants only - No agencies/headhunters please.*</li>
</ul>
Tilting Point provides equal employment opportunity to all individuals regardless of their race, color, creed, religion, gender, age, sexual orientation, national origin, disability, veteran status, or any other characteristic protected by state, federal, or local law. Discrimination of any type will not be tolerated. This policy applies to all terms and conditions of employment, including recruiting, hiring, promotion, termination, time off, and compensation.</span>",,"New York, NY"
Data Scientist,Hanweck Associates,"<span id=""job_summary"" class=""summary""><div><p><b>Overview:</b></p>
<p>
Our New York office is looking for an experienced Data Scientist who is looking for a new challenge in the financial technology services industry. Hanweck operates a large scale data environment with petabytes of market and analytic data, and generates real-time data in time-frames from milliseconds to minutes. This is an opportunity to work within a team of people with experience in financial markets, computer and data science, and with a keen interest in discovering new sources of information for financial markets.</p>
<p><b>
Responsibilities:</b></p>
<ul>
<li>The role is focused on collecting and analyzing financial market data (pricing/reference data and corporate actions such as dividends, stock splits, and symbol changes) and managing the processes and quality control around the data</li>
<li>Extract and transform datasets for investigation; Design, perform, and review research studies using historical data to test new data series for information content and predictive power; Generate visualizations for data exploration and internal and external presentation.</li>
<li>Monitor and improve processes for collecting and processing data from original sources and vendors, downloading from vendors or web scrapping</li>
<li>Work with quantitative developers to monitor and improve the quality of analytical data generated from our applications; develop/work with application developers, designers and product managers to add or modify reference data sources</li>
<li>Work with product managers and business development team to write documentation, technical specifications, project plans and sales material for our data and applications</li>
<li>Assess business requirements, and work with the developers and product managers to translate these requirements into functional specifications and project plans</li>
<li>Work with developers and product managers to guide project schedule and functionality</li>
<li>Develop of familiarity of the company’s products and services is important to the success of this role</li>
<li>Ad-hoc analysis and reporting as requested</li>
</ul><p><b>Education:</b><b> </b>BA/BS in STEM field</p>
<p><b>
Experience:</b><br>
</p>
<ul><li>Minimum 3 years of experience in financial markets (market data, reference data, risk); internships count towards experience</li>
<li>Must have experience with corporate actions, securities reference data and derivatives reference data, including futures and options contracts</li>
<li>Working knowledge with fundamental statistical concepts including Bayesian modeling and hypothesis testing; and, techniques such as linear regression, principal components (PCA), tree models, time series modeling such as GARCH</li>
<li>Must have experience using SQL Server/MySQL; strong programming skills (Java/C++); and working knowledge of R, Python/NumPy, MatLab, or similar language for working with data and performing scientific computing</li>
<li>Hands-on experience working with project schedules, prioritizing tasks, and meeting deadlines in global team based projects</li>
</ul><p><b>Specific Skills:</b></p>
<ul>
<li>Quantitative background with interest in financial markets, corporate actions and market data a must</li>
<li>Highly analytical, attention to detail, and quantitative mind, capable of translating analytical insights into actions</li>
<li>Demonstrate ability to work as a self-starter requiring limited supervision</li>
<li>Ability to multi-task, prioritize and manage time effectively, in a deadline driven environment</li>
<li>Flexibility to fit into a small organization, strong interpersonal and team skills are a must</li>
</ul><p><b>Why Hanweck?</b></p>
<p>
At Hanweck there is tremendous potential to learn, grow and seek advancement, while also contributing to policies, decisions, and the direction of the company. We offer extremely competitive compensation and benefits, and provide a highly open, honest, and fun work environment.</p>
<p><i>
Our company is committed to </i><i>equal</i><i> employment opportunity. We will not discriminate against employees or applicants for employment on any legally-recognized basis [""protected class""] including, but not limited to: age, race, gender, pregnancy, religion or creed, color, national origin, sexual orientation, disability, genetic characteristics, military or veteran status, uniform service member status or any other protected class under federal, state or local law.</i></p></div></span>",,"New York, NY 10004"
Data Scientist,Parsec Media,"<span id=""job_summary"" class=""summary""><div><p>We’re looking for a Data Scientist to join our team in NYC. Proficiency with Python and a mastery of SQL are key, as well as an understanding of machine learning techniques.</p>
<p>As Data Scientist, you'll be joining a team that values collaboration and creativity. We encourage people to learn and put their skills to the test. The ideal candidate has strong attention to detail and is passionate about research that tackles complex problems.
</p><p><b>What you’ll do:</b></p>
<ul><li>Work with our Head of Data Science to formulate Parsec’s data into a clear and concise story
</li><li>Help to develop and quickly test optimization models in production code</li>
<li>Support campaign management teams with data-driven insights based on millions of behavioral data points each day
</li></ul><p><b>Why this job is important:</b>
</p><p>Parsec’s time-based data allows for a more efficient and transparent ad marketplace, cutting down on waste and prioritizing user experience. You’ll be working with hundreds of millions of data points a day, quickly iterating the optimization methods that further campaign efficiency and effectiveness and fuel the world’s first attention-based platform.
</p><p><b>What you’ll learn:</b></p>
<p>You’ll become an expert in manipulating massive amounts of data, influencing decision making within tens of milliseconds. Working cross-functionally with engineering, client services, marketing, and sales, you’ll learn to interpret raw, early-stage data and form compelling narratives, communicating our story and mission as the first attention-based marketplace.
</p><p><b>Requirements</b></p><ul>
<li>Fluency with Python and a strong understanding of relevant libraries (including scikit-learn, NumPy, SciPy, pandas, etc.)</li>
<li>Strong SQL skills and experience working with large data stores</li>
<li>Experience in statistical analysis and machine learning techniques</li>
<li>Experience working with bayesian methods</li>
</ul><p><b>Nice to have:
</b></p><ul><li>Previous adtech or data science experience</li>
<li>PhD in Psychology, Physics, Statistics, Neuroscience, or MS in Data Science or Math plus 2 years experience</li>
<li>Strong written communication skills and an interest in publishing results</li>
</ul><h3 class=""jobSectionHeader""><b>About Parsec:</b></h3><p>
Parsec is the first marketplace for advertising sold on attention metrics. We're making a positive impact on digital media by addressing the root causes of waste and fraud with incentives for relevant and high-quality advertising.</p><p>
Parsec was created by a group of senior advertising execs and seasoned entrepreneurs who've built agencies, digital publishers and ad tech companies.</p><p>
We're headquartered in NYC and have offices in Los Angeles, Chicago and London.</p><p><b>
Benefits</b></p><p>
This is an opportunity to work with a smart team in a fast-paced environment using cutting-edge technology to transform one of the most inefficient markets in the world - digital advertising.</p><p>
We offer equity, benefits, competitive pay and a strong company culture.</p><p><i>
Parsec is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.</i></p></div></span>",,"New York, NY"
Data Scientist - Analytics,DoSomething.org,"<span id=""job_summary"" class=""summary""><div><p>Job: Data Scientist - Analytics</p>
<p>Reports to: Director of Analytics</p>
<p>Start Date: ASAP</p>
<p><b>DoSomething.org is a movement to create the most socially active generation in history.</b></p>
<ul><li><b>We fight for our members every single day.</b> We care deeply about activating millions of young people around the world to make impact in their communities.</li>
<li><b>We believe in young people.</b> We believe all young people have the agency to create social change and we provide them with the guidance to make it happen.</li>
<li><b>We don’t hire just anybody. </b>We work hella hard, we move super fast, and we’re a bunch of weirdos. We want people who get excited to come to work at our dynamic office every day.</li>
<li><b>We genuinely stand behind who we are and what we do. </b>No faking it here. Everyone on our staff has their own “why” for coming to work every day. What will yours be?</li>
</ul><p>The data scientist’s role at DoSomething.org is to be the technical powerhouse that fuels and informs strategy discussions across the organization, <b>allowing us to most effectively create the most socially and civically engaged generation of young people, ever.</b> The data team’s job is to create and analyze large and rapidly evolving data sets, and the data scientist is expected to deliver technical products to enable and perform this work. A successful candidate will possess strong analytical and programming skills alongside a steadfast sense of curiosity and a positive attitude. Further, the best candidate will have a passion for using their skills to make a real and measurable impact on young people and society as a whole.</p>
<p><b>What you'll do:</b></p>
<ul><li>Data Analysis and Model Building
<ul><li>Work with large, complex data sets to assess campaigns and product performance</li>
<li>Write scalable, portable scripts to automate querying and analysis</li>
<li>Create and maintain reports/dashboards to present findings to non-technical staff via Looker or Notebooks</li>
<li>Build statistical models to predict outcomes of interest and forecast KPIs</li>
<li>Help us expand more into the world of machine learning to build the best performing models possible</li>
</ul></li><li>Strategy and Implementation
<ul><li>Utilize data to advise product development with cross-functional teams</li>
<li>Contribute to development DoSomething.org’s long term data strategy</li>
<li>Work closely with the data engineering team to build derived tables that enable analysis</li>
<li>Build out a monitoring framework to ensure our pipelines are functional and working as expected</li>
</ul></li></ul><p><b>What we're looking for:</b></p>
<ul><li><b>Strong sense of curiosity.</b> You have the desire to learn new skills and understand complex problems fast.</li>
<li><b>Ability to explain analytical outcomes in basic terms.</b> You understands why making data accessible to the larger organization is important, and don't want to be a gatekeeper to this pertinent information</li>
<li><b>2-3 years of experience</b> with SQL (any variant is fine, though we use PostgreSQL)</li>
<li><b>1-3 years of experience</b> with R or Python</li>
<li><b>Experience with the following:</b>
<ul><li>BI tool (Tableau/Looker/PowerBI)</li>
<li>working with non-relational data</li>
<li>data warehousing technology and environments (a plus, not a non-negotiable)</li>
<li>ETL (a plus, not a non-negotiable)</li>
</ul></li><li><b>Well-rounded teammate. </b>You are currently learning a new skill or adopting a new hobby that has nothing to do with data science</li></ul>
<br>
<p><b>Other Notes:</b></p>
<ul><li>Data is everywhere. If you’ve worked with it at scale, apply, even if you don’t meet every single qualification. Past successful candidates have come with backgrounds in CS, statistics, mathematics, and economics, although these are not required.</li></ul>
<br>
<p><b>The Perks.</b></p>
<ul><li>3 weeks vacation plus the week between Christmas and New Years (plus Summer Fridays from Memorial Day to Labor Day!). And your birthday, Valentine’s day, and a half-day on Halloween. If you’re in costume. Seriously.</li>
<li>An inclusive office environment, a gong, brownie bake-offs, and the best coworkers you could ask for.</li>
<li>Medical and dental premiums fully covered by us. Mhmm. You read that right.</li>
<li>Five (or six? We’re losing count.) different ways of making coffee.</li>
<li>An incredibly compelling reason to wake up and make it to work every day.</li>
<li>DoSomething.org is an equal opportunity employer. Obviously.</li></ul>
<br>
<p><i>Please, no calls.</i></p></div></span>",5 reviews,"New York, NY 10010"
Junior Data Scientist,Interactive Brokers,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>Company Overview</b><b>
</b></h2><div><div><div>IBG LLC, a subsidiary of Interactive Brokers Group, Inc. (NASDAQ: IBKR) is a direct access electronic broker catering to the needs of professional and frequent traders, institutional investors, financial advisors, and introducing brokers. Our clients have access to more than 120 market centers in 26 countries from a single account. We are the lowest cost provider of brokerage services and the largest U.S. electronic broker based on daily average revenue trades executing over 800,000 trades per day.[1] Our employees are part of a dynamic, multinational, fast-paced, results-oriented team working to provide our customers with state-of-the-art trading technology, superior execution capabilities, worldwide electronic access, and sophisticated risk management tools.<br>
<br>
[1] Figures as of January 1, 2018. Information on the company can be found at www.interactivebrokers.com<br>
Click the link to view a short video with a few words from current Interactive Brokers employees: https://www.interactivebrokers.com/en/index.php?f=31899
</div></div></div><h2 class=""jobSectionHeader""><b>Job Description and Responsibilities</b><b>
</b></h2><div><div><div>Interactive Brokers Group (IBG) is looking for a junior data scientist. The successful candidate will execute analytical tasks on large data sets to support decision makers and provide insight and reports about our platforms. The junior data scientist role will use data to help us better understand who our clients are, how they engage with our products and services and how we can better serve them by identifying interesting and useful trends in our data. You will make an impact by using your passion for data and analysis to generate actionable insights that we will use to improve the experience for our clients. The position responsibilities include but are not limited to:<br>
<br>
<ul><li>Collect and analyze various telemetry and behavioral data</li><li>Produce daily metrics and reports</li><li>Clean and prepare data for Machine Learning and AI</li><li>Assist with designing and running A/B tests</li><li>Automate frequently used reporting and data analysis workflows</li><li>Work closely with software engineers and architects to extract, transform and standardize data for optimal use for analytic tools</li></ul>
</div></div></div><h2 class=""jobSectionHeader""><b>Qualifications</b><b>
</b></h2><div><div><ul><li>Bachelors in Computer Science, Mathematics, Statistics; Masters strongly preferred</li><li>2+ years' experience in a data science or data analysis role</li><li>Java coding exprience</li><li>Mining and analyzing data sets to extract meaningful trends, producing meaningful and actionable reports</li><li>Experience using statistical programming languages, machine learning and other toolkits and techniques for analyzing large, complex datasets</li><li>Technical proficiency with transforming structured and unstructured data sets</li><li>Strong analytical skills, attention to detail and accuracy</li><li>Expert problem solving skills and creative thinking ability</li></ul></div></div></div></span>",24 reviews,"New York, NY"
Data Scientist,Gemological Institute of America,"<span id=""job_summary"" class=""summary""><div><p>Under the direction of the Manager of Data Science, this position is responsible for developing unique solutions using advanced statistical modeling techniques to scale across the organization in an effort to improve the efficiency and effectiveness on the way business is conducted. This involves designing analytical tools and machine learning algorithms that improve the laboratory’s diamond grading processes while performing independent research to gain insights that are derived from large, complex data sets.
</p><br>
<p><b>Position Responsibilities (Essential Duties):
</b></p><ul><li>Developing tools and methods to improve the accuracy and efficiency of the laboratory grading process
</li><li>Designing models &amp; algorithms ( <i>e.g., </i>A/B Testing, Operations Research) to discover relationships throughout the data universe
</li><li>Leveraging cloud based platforms ( <i>e.g., </i>AWS) to support deployment of scalable solutions
</li><li>Using statistical programming tools to perform advanced analytics and visualizations
</li><li>Collaborate with gemologists on experiments and statistical analyses for root-cause investigations
</li><li>Advise the Laboratory on sampling plans to minimize constraints on production capability while ensuring sufficient quality control
</li><li>Communicate analytical findings across various audiences through the use of visualizations
</li><li>Assist GIA management in understanding the laboratory’s diamond grading capability
</li><li>Identify opportunities for improvement and guide the Laboratory in instituting those improvements
</li><li>This role will keep abreast of current trends in literature and research pertaining to quality control analysis and work to continuously improve reporting and analyses to meet changing needs of business
</li><li>Other duties and responsibilities as assigned or required
</li></ul><br>
<p><b>Who you are (Knowledge, Skills &amp; Abilities):
</b></p><ul><li>You hold an advanced degree (M.S. or Ph. D) in Computer Science, Statistics, or STEM related field with 2+ years of relevant industry experience
</li><li>Experience with statistical data analysis, experimental design, and hypotheses validation
</li><li>Proficiency in working with the following technology stack:
<ul><li>Statistical analysis/modeling: Python, R
</li><li>Database/query language: SQL, NoSQL(MongoDB), Redshift
</li><li>Distributed computing: Spark
</li></ul></li><li>Experience designing and implementing Statistical Process Control or Design of Experiments programs
</li><li>Proven ability to understand, cleanse, and integrate massive disparate data sets and demonstrated familiarity with data modeling workflow
</li><li>Capable of operating with a high degree of autonomy to use statistics to identify trends and suggest improvements
</li><li>A change agent capable of recognizing mediocrity, defining required changes, and delivering results
</li><li>Strong communication; ability to effectively connect/translate complex analytics findings to business insights and recommendations
</li></ul><br>
<br>
<br>
<br>
<p><b>Disclaimer: </b>This job description indicates in general terms, the type and level of work performed as well as the typical responsibilities of employees in this classification and it may be changed by management at any time. Other duties may also apply. Nothing in this job description changes the at-will employment relationship existing between the Company and its employees.</p></div></span>",84 reviews,"New York, NY 10065"
Data Scientist,Capgemini,"<span id=""job_summary"" class=""summary""><div><p>Short Description
</p><br>
<p><b>About Capgemini</b></p><p><b>
A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of 200,000 team members in over 40 countries. The Group reported 2017 global revenues of EUR 12.8 billion.</b></p><p><b>
Visit us at </b><b>www.capgemini.com</b><b>. </b><b><i>People matter, results count.</i></b></p><p><b>
Job Title: Data Scientist</b></p><p><b>
Position Type: Permanent/Fulltime</b></p><p>
An advanced degree in a numeric discipline (e.g., Statistics, Machine Learning, Computer Science, Engineering, and Physics).<br>
Scientific expertise, strong track record, and real-world experience in Machine Learning and Deep Learning, especially with hands-on experience in hyper-parameter tuning and deep construction / distribution (e.g., architecture design in DNN/CNN/RNN, parameter initialization, activation, normalization, and optimization).<br>
Expertise in programming (e.g., Python and C++) and computing technologies (high-performance computing, e.g., CUDA).<br>
Ability to use existing deep / machine learning libraries (e.g., Python, TensorFlow, Torch, Theano, Caffe, and scikit-learn).<br>
Experience with the data and platform aspects of the projects.<br>
Review, direct, guide, inspire the research of the more junior scientists in the team (especially applicable to more senior candidates).<br>
Employ the best of Machine Learning research for solving business problems in Banking and Capital Market.<br>
Build and refine machine Learning/deep learning algorithms that can find “useful” patterns in large multi-modal data (particularly, images, text, conversations, and transactional data).<br>
Communicate (both oral and written) with clients<br>
For more senior candidates: Lead, inspire and mentor junior scientists and research assistants / interns.<br>
Natural Language Processing (NLP).<br>
Deep Reinforcement Learning, Unsupervised Learning, and Generative models.<br>
Computer Vision.<br>
Recurrent Neural Networks, Sequence Learning and Sequence Analysis.</p><p><b>
Disclaimer: Capgemini America Inc and its U.S. affiliates are EEO/AA employers. Capgemini conducts all employment-related activities without regard to race, religion, color, national origin, age, sex, marital status, sexual orientation, gender identity/expression, disability, citizenship status, genetics, or status as a Vietnam-era, special disabled and other covered veteran status. Click the following link for more information on your rights as an Applicant: </b><b>http://www.capgemini.com/resources/equal</b></p></div></span>","5,718 reviews","New York, NY"
Data Scientist,Shutterstock,"<span id=""job_summary"" class=""summary""><b>The Opportunity:</b><br>
Shutterstock is a technology company that powers one of the world’s largest two-sided marketplaces for high-quality photos, illustrations, videos and music used by individuals, businesses, marketing agencies and media organizations of all sizes. In this role, you will help us discover insights hidden in vast amounts of data and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, AI algorithms in the areas of deep learning and machine learning, doing statistical analysis and building high-quality prediction systems integrated with our products and solutions. Along the way you will be collaborating with an extremely talented and passionate team of researchers, data scientists and engineers from around the world working for Shutterstock.
<br><br>
<b>Responsibilities:</b><br>
<ul>
<li>Supporting product development with innovative deep learning and machine learning algorithms</li>
<li>Exploring immense data sets of information from images, videos, music, customer interactions, and marketing</li>
<li>Selecting features, building and optimizing classifiers using machine learning techniques</li>
<li>Enhancing data collection procedures to include information that is relevant for building analytic systems</li>
<li>Processing, cleansing, and verifying the integrity of data used for analysis</li>
<li>Analyze data from across Shutterstock including behavioral data with state of the art techniques to provide a better experience to customers</li>
<li>Creating automated anomaly detection systems and constant performance tracking</li>
<li>Working with data engineers, analysts and business partners to drive ideas from the rapid prototyping phase all the way through to serving and learning from live traffic at scale</li>
</ul>
<b>Requirements:</b><br>
<ul>
<li>Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.</li>
<li>Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc.</li>
<li>2+ years of industry experience creating, deploying, and learning from production algorithm analysis</li>
<li>Fluent in one or more general purpose programming languages including but not limited to Python or Spark</li>
<li>Proficiency in using query languages such as SQL, Hive, Pig</li>
<li>Experience with NoSQL databases, such as MongoDB, Cassandra, HBase</li>
<li>Excellent applied statistics skills, such as distributions, statistical testing, regression, etc.</li>
<li>BS or MS in Computer Science or equivalent experience</li>
</ul>
<b>Bonus Skills:</b><br>
<ul>
<li>Using Jupyter to perform data analysis and algorithm development using Python</li>
<li>Cloud computing experience using AWS with Docker and Kubernetes</li>
<li>Computer Vision experience, natural language processing, recommendation systems, classification, pattern recognition</li>
<li>Ph.D. in a related scientific field: Computer science, Physics, Math</li>
</ul>
<b>About Shutterstock:</b><br>
<b>Shutterstock, Inc. (NYSE:</b> SSTK ( http://studio-5.financialcontent.com/prnews?Page=Quote&amp;Ticker=SSTK )), is a leading global provider of high-quality licensed photographs ( http://www.shutterstock.com/index-in.mhtml ), vectors ( http://www.shutterstock.com/vectors ), illustrations ( http://www.shutterstock.com/cat-23-Illustrations-Clip-Art.html ), videos ( http://www.shutterstock.com/video/ ) and music ( http://www.shutterstock.com/music/ )to businesses, marketing agencies and media organizations around the world. Working with its growing community of over 190,000 contributors, Shutterstock adds hundreds of thousands of images each week, and currently has more than 125 million images and more than 6 million video clips available.
<br><br>
Headquartered in New York City, with offices in Amsterdam, Berlin, Chicago, Dallas, Denver, London, Los Angeles, Montreal, Paris, San Francisco and Silicon Valley, Shutterstock has customers in more than 150 countries. The company also owns Bigstock ( http://www.bigstockphoto.com/ ), a value-oriented stock media agency; Offset, a high-end image collection ( http://offset.com/ ); PremiumBeat a curated royalty-free music ( http://www.premiumbeat.com/ ) library; Rex Features, a premier source of editorial images ( http://www.rexfeatures.com/ ) for the world's media; and Webdam, a cloud-based digital asset management service ( http://www.webdam.com/ ) for businesses.
<br><br>
For more information, please visit www.shutterstock.com ( http://www.shutterstock.com/ ) and follow Shutterstock on Twitter ( http://twitter.com/shutterstock )and on Facebook ( http://facebook.com/shutterstock ).
<br><br>
Equal Opportunity Employer, M/F/D/V</span>",39 reviews,"New York, NY"
