position,company,description,numreview,location
Data Scientist with Top Secret,OneGlobe,"<span id=""job_summary"" class=""summary""><ul>
<li>2+ years of experience with Python, Java, and R.</li>
<li>2+ years of experience with Hadoop.</li>
<li>5+ years of experience of information technology with an emphasis on computer, information science, or applied mathematics.</li>
</ul>
<b>Additional Qualifications:</b><br>
<ul>
<li>BA or BS degree</li>
<li>Information Technology certifications in provisioning technologies, including Cloudera Certified Professional, SAS Certified Big Data Expert, and Certified Specialist in Predictive Analytics (CSPA) preferred</li>
</ul>
<b>Clearance:</b> Must have an active TS or TS/SCI</span>",,"Washington, DC"
Computer Scientist at NAS PAX River,SOLUTE,"<span id=""job_summary"" class=""summary""><div><p>SOLUTE is a recognized industry leader in providing Program Management, CyberSecurity / Information Assurance, Program Support, Innovation, Systems Integration Engineering and consulting services to the United States government and prime government contractors. Our experts bring a wealth of operational knowledge and technical excellence to numerous clients throughout the Department of Defense. SOLUTE Inc. promotes a team-oriented environment, which is instrumental to our success.</p><p>
SOLUTE is seeking talented and inspired computer scientists who are interested in a career working with US Navy combat aircraft and supporting aircraft weapon systems. These state-of-the-art systems require on-going software development and revisions to keep pace with emerging technologies, and we are seeking candidates with practical software development experience to assist with these tasks. Software development efforts will be in support of a variety of aircraft and associated mission systems and weapon systems at NAVAIR like the Air Acoustic Signal Processing (AASP) Project which is engaged in development of Signal Processing Applications for the DoD at Naval Air Station Patuxent River. The successful candidate will be intimately involved in the development of software code used for operation and support of naval aircraft in real-world battlefield environments. Responsibilities will include writing, modifying and adapting computer programs in high-level programming languages, and performing research on applications for hardware, software and operating systems.</p><p><br>
If you are a motivated and determined engineer who is looking to take the next step your career and want to be part of the team that designs, develops, integrates, and tests software solutions for Naval Aviation then join us at SOLUTE!.</p><p><b>
Requirements</b></p><p><b>
Functional duties:
</b></p><ul><li>Applies knowledge of computer science concepts and techniques, mathematics, and methods of statistical analysis to develop and apply automated solutions to engineering, scientific, or business data acquisition and management problems.
</li><li>Uses mathematical, statistical, and scientific logic to identify conceptual or theoretical solutions to problems of automated data processing (ADP) hardware or software systems design and operations.
</li><li>Analyzes and formulates architectural and functional specifications, interfaces, and data structures.
</li><li>Researches applications for ADP hardware, software, and operating systems.
</li><li>Writes, modifies, and adapts computer programs in machine level, assembly, and third or fourth generation programming languages.
</li><li>May act as team leader or supervisor, developing project plans, guidelines, or controls, and directing the work of other computer scientists, specialists, and technicians.</li>
</ul><br>
<p><b>Required Education</b>:
</p><ul><li>BS or BA degree in a Computer Science, Electrical Engineering, or Mathematics.</li></ul><p><b>
Required Experience</b>:
</p><ul><li>At least five (5) years of computer science experience with C++, C#, and/or Java.</li>
<li>At least one (1) year of the foregoing experience shall have been as a team leader or supervisor.
</li><li>At least one (1) year of the foregoing experience shall have consisted of performing computer scientist functions in a Department of Defense (DoD) Aircraft Weapons Systems</li>
<li><b>Clearance level of “Secret” is required</b></li>
</ul><p><b>Benefits</b></p><ul>
<li>401(k) match</li>
<li>Medical, Dental, Vision, and more</li>
<li>Paid Time Off (PTO)</li>
<li>10 paid holidays</li>
<li>Highly competitive salary</li>
<li>Eductional assistance</li></ul></div></span>",2 reviews,"Washington, DC"
Data Visualization Specialist,ICF,"<span id=""job_summary"" class=""summary""><div><p><b>Working at ICF
</b></p><br>
<br>
Working at ICF means applying a passion for meaningful work with intellectual rigor to help solve the leading issues of our day. Smart, compassionate, innovative, committed, ICF employees tackle unprecedented challenges to benefit people, businesses, and governments around the globe. We believe in collaboration, mutual respect, open communication, and opportunity for growth. If you’re seeking to make a difference in the world, visit www.icf.com/careers to find your next career. ICF—together for tomorrow.
<br>
<br>
Join ICF and support Department of Homeland Security (DHS) in protecting the integrity of our immigration system and combating criminal threats facing the nation by leveraging cutting edge data analytics tools and techniques. Apply your skills and expertise in increasing DHS's mission effectiveness and thereby make our nation safer and stronger. ICF is comprised of experienced professionals with the skills required to unlock the power of governed data discovery. Our staff provides deep technical and business support for data acquisition, data analysis/data science, and interactive data visualizations. Job Description: We’re looking for a seasoned Data Analyst and Visualization Specialist who enjoys working directly with clients to design and implement custom data analytic and reporting solutions, including dashboards, in a dynamic and fast-paced environment. This includes working alongside a diverse team of ICF data scientists, data engineers and business analysts to strengthen data integrity, enhance business processes, and improve program design through insightful analysis to government and commercial clients. You will also work closely with project teams to assess, define and implement improved business processes. Over time, you’ll be expected to evolve your role to lead clients from simple, pre-existing business intelligence solutions to forward-looking “what’s next” capabilities using more advanced predictive and prescriptive tools. What you’ll be doing: - Perform extensive data profiling and analysis of client data. - Work with UI teams and/or client to define BI and reporting requirements. - Support project delivery on Data Warehouse/BI projects for external and internal clients, technical and non-technical including partnering with ICF subject matter experts on project execution. - Provide support to developers by gathering and or clarifying data and reporting requirements from business owners. - Explore existing data repositories to understand what data are where so you can leverage those data using BI tools to create reports, dashboards and other analyses. - Guide and educate users so they better understand their reporting needs now, and as they evolve over time. - Link reporting needs to existing BI tools and help identify solutions that provide best business value to the client. - Develop custom reports and data visualization products using large datasets to transform data into actionable insights Basic Qualifications: - Master’s/Bachelor's degree in a technical field (e.g., Mathematics, Statistics, Computer Science, Engineering or related discipline) - 4+ years of experience with data analysis (i.e., statistical and quantitative analyses) and user-focused dashboard design - 3+ years of experience using SQL database technologies (e.g., MS SSRS/SSIS, PostgreSQL) in conjunction with BI tools (e.g., Tableau, PowerBI, QlikView) Preferred Skills/Experience: - Understand ETL basic concepts of data flow, data enrichment, data consolidation, change data capture and transformation - Demonstrated experience showing strong critical thinking and problem solving skills paired with a desire to take initiative - Ability to obtain a Public Trust Clearance - Solid understanding of the software development cycle paired with an ability to define/document business processes and software requirements for technology initiatives - Professional Skills: - Excellent listening, written, and oral communication skills paired with an excellent sense of humor - Ability to exercise independent judgment while effectively prioritizing and executing tasks while under pressure - Team player with the ability to work on multiple projects in a fast-paced environment ICF offers an excellent benefits package, an award winning talent development program, and fosters a highly skilled, energized and empowered workforce. ICF is an equal opportunity employer that values diversity at all levels. (EOE – Minorities/Females/Protected Veterans Status/Disability Status/Sexual Orientation/Gender Identity) Pay Transparency Statement: For more information, please click here: https://www.dol.gov/ofccp/pdf/pay-transp_formattedESQA508c.pdf About ICF ICF (NASDAQ:ICFI) is a global consulting and technology services provider with more than 5,000 professionals focused on making big things possible for our clients. We are business analysts, policy specialists, technologists, researchers, digital strategists, social scientists and creatives. Since 1969, government and commercial clients have worked with ICF to overcome their toughest challenges on issues that matter profoundly to their success. Come engage with us at icf.com.
<br>
<br>
Washington, DC (DC02)</div></span>",392 reviews,"Washington, DC"
Implementation Scientist,Atlas Research,"<span id=""job_summary"" class=""summary""><div><p>Atlas Research is seeking a detail-oriented, self-starting management consultant with five or more years of Implementation Science experience with demonstrated ability to support high-profile projects directly impacting care to Veterans and priority populations across the nation. The Implementation Specialist will be responsible for supporting an Implementation Science capability within Atlas and lead delivery work streams for implementation science.<br>
<br>
<b>Duties and Responsibilities:</b></p>
<ul><li>Grow Implementation Science capability within Atlas</li>
<li>Develop and deliver training to Atlas staff on Implementation Science through brown bags and webinars</li>
<li>Write proposal and requests for information content for federal acquisition processes</li>
<li>As a part of delivery teams, lead and develop content in support of implementation, track implementation-related risks, action items, and decisions; collect and analyze field-based implementation data; and facilitate or support client-facing meetings</li>
<li>Execute various client-facing tasks for a multitude of stakeholders at any given time, and be comfortable with varying levels of ambiguity, as organizational priorities can change rapidly</li></ul></div> <div><p><b>Minimum Qualifications:
</b></p><ul><li>Bachelors degree required</li>
<li>5+ years of experience in research, development and implementation science
</li><li>Experience in application of scientific research and analysis methods; application and use of scientific standards, theories, measurement, testing and evaluation procedures</li>
<li>Familiarity with common quantitative and qualitative research methods and related software programs</li>
<li>Strong technical writing skills to clearly, logically, and succinctly communicate project-related information within the DHA, DoD, other federal agencies at the commensurate comprehension and reading level for the audience</li>
<li>Significant knowledge of Knowledge Transfer/Knowledge Translation best practices from the private sector (e.g., high performing integrated health systems) and federal sector (e.g., IOM, NIH, AHRQ, CDC, VA)</li>
<li>Proficiency in Microsoft Office</li>
<li>Strong organizational skills and attention to detail
</li><li>Excellent communication skills and professional writing skills
</li><li>Ability to work on an interdisciplinary team
</li><li>Able to effectively track and prioritize activities and tasks across numerous clients and workstreams</li>
<li>Responsible with deadlines and strong time management capabilities, with the ability to self-manage and prioritize competing tasks
</li><li>Comfortable operating with varying levels of uncertainty and in a fast-paced environment</li>
<li>Outstanding interpersonal and oral and written communication skills</li>
<li>Excellent customer service skills, both internally and with external stakeholders</li>
<li>Ability to work in the US indefinitely without sponsorship</li></ul><p>
Preferred Qualifications:</p><ul>
<li>Masters or other advanced degree preferred</li></ul></div></span>",8 reviews,"Washington, DC 20005"
Data and Policy Analyst - Statistical Programmer,Acumen LLC,"<span id=""job_summary"" class=""summary""><div><p>Acumen, LLC / The SPHERE Institute conduct public policy research and statistical analysis on health programs at the national, state, and local levels. We leverage our unparalleled data access to improve information available to policymakers, while our meritocratic environment offers rapid advancement and leadership opportunities. Our policy firms offer an exciting opportunity to work in health care topics.</p>
<p>
At Acumen, LLC / The SPHERE Institute, Data and Policy Analysts provide analytical support for research and consulting projects for government and private clients, primarily in the area of health policy. This position is responsible for managing and analyzing data, researching and interpreting policy, and communicating findings to multiple audiences.</p>
<p>
Data and Policy Analysts perform a wide array of functions as part of the research process. Those applicants interested in focusing on statistical programming help create and report descriptive statistic, conduct econometric and statistical analyses of data using statistical software such as SAS and STATA, interpret study specifications, research findings, and quantitative analyses for relevant audiences, develop research files from large confidential datasets, and perform other duties as assigned.</p><br>
Required Skills<br>
<p>As we review your materials, we are looking for candidates who best exemplify the following qualifications:</p>
<p><b>
Qualifications Required:</b></p>
<ul>
<li>Bachelor’s degree in a quantitative, public policy, or related field <i>or </i>equivalent relevant experience</li>
<li>Good quantitative analytical skills</li>
<li>Good oral and written communication skills</li>
<li>Good organizational skills and strong attention to detail</li>
<li>Familiar with one or more of the following technical competencies: statistics, programming, policy writing, research methods documentation, or project management</li>
<li>Able to demonstrate initiative, critical thinking, and problem-solving</li>
<li>Able to work in a team-oriented environment</li>
<li>Able to prioritize tasks and meet deadlines in a fast-paced environment</li>
<li>Demonstrated aptitude and enthusiasm for learning</li></ul>
<br>
<p><b>Qualifications Desired</b><b>:</b></p>
<ul>
<li>Demonstrated interest in health and social policy</li>
<li>Master's degree in a quantitative, public policy, or related field <i>or </i>equivalent relevant experience</li></ul>
<br>
<p><b>Any application without a cover letter will not be considered. Transcripts and coding samples are not required, however highly preferred and may be requested. We are excited to review your application and look forward to seeing how you may best contribute to our work.</b></p><br>
Required Experience</div></span>",13 reviews,"Washington, DC"
Operations Research Analyst,Advanced Sciences and Technologies (AS&T),"<span id=""job_summary"" class=""summary"">Advanced Sciences and Technologies (AS&amp;T) is seeking candidates in support of a contract with the Federal Aviation Administration (FAA). :
<br><br>
<b>Operations Research Analyst :</b><br>
<b>Description of Duties:</b><br>
Conducts quantitative analysis using operations research tools, economics, and other quantitative techniques in the areas of procedural implementations and performance issues. Creates analysis procedures. Assists in the definition of machine learning and data mining strategies. Creates, deploys, maintains and refines decision management models. Specialist in modeling and simulation functions or operations such as, but not limited to exercises, plans, coordination, demonstrations, and instruction in the fields such as, but not limited to health, environmental, transportation, law enforcement, and security for military and civilian agencies.
<br><br>
<b>Requirements:</b><br>
Bachelor's Degree in operations research, computer science, engineering, business, mathematics, information systems, or management science.
<br><br>
<b>Position contingent upon a contact award :</b><br>
AS&amp;T is an EOE - M/F/D/V AS&amp;T
<br><br>
Offers a first class benefits package, competitive salary and bonus incentives.</span>",,"Washington, DC"
Epidemiologist,Centers for Disease Control and Prevention,"<span id=""job_summary"" class=""summary"">This position is located in the Department of Health and Human Services (HHS), Center for Disease Control and Prevention (CDC), Center for Global Health (CGH), Division of Global HIV and TB (DGHT), Office of the Director (OD), located in Washington, DC.
<br><br>
CDC is an Equal Opportunity Employer!
<br><br>
Learn more about this agency
<br>Responsibilities
<br><br>
<b>As an Epidemiologist you will:</b><br>
Identify and analyze public health issues and their impact on public policies or scientific studies or surveys.
<br>Provide scientific advice and technical assistance to various public, private, and/or nonprofit health and/or health related agencies and organizations for specific programs or issues where the type of resources provided, and/or the impact on communities is extensive so program needs require the application of advanced scientific and technical methods and practices.
<br>Analyze study or project implementation procedures for improvement; works with program specialists and/or scientists as appropriate, to develop more viable implementation procedures and coordinates with appropriate staff to make needed changes.
<br>Participate in the syntheses of social science and epidemiologic data to be applied toward designing effective preventive programs and practice guidelines.
<br>Travel Required
<br>Occasional travel - Occassional travel may be required.
<br><br>
Supervisory status
<br>No
<br><br>
Promotion Potential
<br>13
<br><br>
Job family (Series)
<br>0601 General Health Science
<br>Requirements
<br>Help
<br>Requirements
<br>Conditions of Employment
<br>US Citizenship is required.
<br>Background Investigation is required.
<br><b>E-Verify:</b> If you are selected for this position, the documentation that you present for purposes of completing the Department of Homeland Security (DHS) Form I-9 will be verified through the DHS ""E-Verify"" System. Federal law requires DHS to use the E-Verify System to verify employment eligibility of all new hires, and as a condition of continued employment obligates the new hire to take affirmative steps to resolve any discrepancies identified by the system. The U.S. Department of Health and Human Services is an E-Verify Participant.
<br><b>Direct Deposit:</b> All Federal employees are required to have Federal salary payments made by direct deposit to a financial institution of their choosing.
<br>All qualification requirements must be met by the closing date of the announcement.
<br>One-year probationary period may be required.
<br><b>Travel, transportation, and moving expenses will be paid:</b> No
<br><b>Bargaining Unit Position:</b> No
<br><b>Drug Screening Required:</b> /No
<br><b>Recruitment Incentive may be authorized:</b> No
<br><b>Annual Leave for non-federal service may be authorized:</b> No
<br><b>Research position:</b> No
<br><b>Promotion potential:</b> Yes, This position has promotion potential to GS-13. Promotion to the next grade level is at management's discretion and is based on your meeting qualifications and time-in-grade requirements, demonstrated ability to perform the higher level duties, the continuing need for the higher level duties, and administrative approval. Promotion to the next grade level is not guaranteed and no promise of promotion is implied.
<br><b>Supervisory position:</b> No
<br>Qualifications
<br><br>
<b>Basic Qualifications:</b><br>
<b>Must possess a Bachelor's or graduate/higher level degree:</b> major study in an academic field related to the medical field, health sciences or allied sciences appropriate to the work of the position. This degree must be from an educational program from an accrediting body recognized by the U.S Department of Education at the time the degree was obtained.
<br><br>
<b>Minimum Qualifications:</b><br>
In addition to meeting the basic requirements above, applicants mush have:
<br><br>
<b>GS-12:</b> Applicants must possess at least one year of specialized experience equivalent to the GS-11 grade level in the Federal service. Specialized experience is experience which is directly related to the position which has equipped the applicant with the particular knowledge, skills and abilities (KSAs) to successfully perform the duties of the position to include experience conducting epidemiologic, surveillance, and/or monitoring and evaluation activities related to public health programs.
<br><br>
<b>GS-13:</b> Applicants must possess at least one year of specialized experience equivalent to the GS-12 grade level in the Federal service. Specialized experience is experience which is directly related to the position which has equipped the applicant with the particular knowledge, skills and abilities (KSAs) to successfully perform the duties of the position to include experience designing, overseeing, implementing, and/ or conducting epidemiologic studies related to HIV/AIDS in public health.
<br><br>
<b>Special Notes:</b><br>
Term appointments may be shortened or extended up to a maximum of four years based on the needs of the agency without further competition. Subsequent employment for CDC positions must be through the appropriate competitive process or special employment program hiring authorities
<br>Education
<br>Education completed in colleges or universities outside the United States may be used to meet the education requirements. You must provide acceptable documentation that the foreign education is comparable to that received in an accredited educational institution in the United States. For more information on how foreign education is evaluated, visit: https://www.cdc.gov/jobs/future-applicant-information.html.
<br><br>
Additional information
<br>This position is exempt from the HHS hiring freeze pursuant to HHS guidance.
<br><br>
Additional selections may be made within the same geographical location CDC-wide.
<br><br>
If you are a veteran with preference eligibility and you are claiming 5-points veterans' preference, you must submit a copy of your DD-214 or other proof of eligibility. If you are claiming 10-point veterans' preference, you must also submit an SF-15, ""Application for 10-Point Veterans' Preference"" plus the proof required by that form.
<br><br>
For more information on veterans' preference see http://www.fedshirevets.gov/job/vetpref/index.aspx.
<br><br>
Males born after December 31, 1959 must be registered or exempt from Selective Service (see http://www.sss.gov).
<br><br>
<b>Interagency Career Transition Assistance Program (ICTAP):</b> For information on how to apply as an ICTAP eligible see http://opm.gov/rif/employee_guides/career_transition.asp#ictap. To be well-qualified and exercise selection priority for this vacancy, displaced Federal employees must be rated at 85.0 or above on the rating criteria for this position.
<br><br>
<b>To view the questionnaire, click on the following link:</b><br>
https://apply.usastaffing.gov/ViewQuestionnaire/10267362
<br><br>
If you are unable to apply online or need to fax a document(s), view the following link for information regarding an Alternate Application.
<br><br>
Read more
<br>How You Will Be Evaluated
<br>You will be evaluated for this job based on how well you meet the qualifications above.
<br><br>
Once the application process is complete, a review of the resume and supporting documentation will be made and compared against your responses to the assessment questionnaire to determine if you are qualified for this job. If, after reviewing your resume and/or supporting documentation, a determination is made that you have inflated your qualifications and/or experience, you may lose consideration for this position. Please follow all instructions carefully. Errors or omissions may affect your eligibility. Category rating procedures will be used to rate and rank candidates.
<br><br>
The category assignment is a measure of the degree to which your background matches the competencies required for this position. Qualified candidates will be ranked into one of three categories: Best Qualified, Well Qualified or Qualified. The Category Rating Process does not add veterans' preference points but protects the rights of veterans by placing them ahead of non-preference eligibles within each category. Preference eligibles who meet the minimum qualification requirements and who have a compensable service-connected disability of at least 10 percent must be listed in the highest quality category (except in the case of scientific or professional positions at the GS-9 level or higher).
<br><br>
Your qualifications will be evaluated on the following competencies (knowledge, skills, abilities and other characteristics).
<br>Cultural Competence
<br>Data Management, Analysis, and Interpretation
<br>Epidemiological Knowledge
<br>Oral Communication
<br>Problem Solving
<br>Research Ethics
<br>Written Communication
<br>Read more
<br>Background checks and security clearance
<br>Security clearance
<br>Public Trust - Background Investigation
<br><br>
Drug test required
<br>No
<br><br>
Required Documents
<br>Help
<br>Required Documents
<br>To apply for this position, you must submit a complete Application Package which includes:
<br>1. Your résumé showing work schedule, hours worked per week, dates of employment and duties performed.
<br><br>
<b>2. Other supporting documents:</b><br>
Cover Letter, optional
<br>College Transcript(s)
<br>Veterans' Preference documentation, if applicable (e.g., DD-214 Member Copy 4 showing type of discharge/character of service, SF-15 Form and related documentation, VA letter, etc.)
<br>Career Transition Assistance Program/Interagency Career Transition Assistance Program documentation, if applicable (e.g., Certification of Expected Separation, Reduction-In-Force Separation Notice, or Notice of Proposed Removal; SF-50 that documents the RIF separation action; and most recent performance appraisal).
<br><b>Note:</b> You may submit an unofficial transcript or a list of college courses completed indicating course titles, credit hours, and grades received. An official transcript from an accredited educational institution is required if you are selected for the position.
<br><br>
Failure to submit any of the above mentioned required documents may result in loss of consideration due to an incomplete application package. It is your responsibility to ensure all required documents have been submitted.
<br><br>
<b>For Résumé and Application Tips visit:</b> https://help.usajobs.gov/index.php/Tips.
<br>If you are relying on your education to meet qualification requirements:
<br>Education must be accredited by an accrediting institution recognized by the U.S. Department of Education in order for it to be credited towards qualifications. Therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the U.S. Department of Education.
<br><br>
Failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.
<br><br>
Benefits
<br>Help
<br>Benefits
<br>A career with the U.S. Government provides employees with a comprehensive benefits package. As a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. Learn more about federal benefits.
<br><br>
Review our benefits
<br><br>
Eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time, or intermittent. Contact the hiring agency for more information on the specific benefits offered.</span>",350 reviews,"Washington, DC"
Junior Management Analyst,Missing Link Security,"<span id=""job_summary"" class=""summary""><div><b>Job Description:</b><br>
<p>Task 7.2: Labor Category:
</p><ul><li>Maintain and monitor DHS/S&amp;T records (hardcopy and electronic) and attend meetings regarding Records Management.</li><li>
Maintain and update all databases, websites, documents, books, records, and files for SAGE.</li><li>
Arrange meetings and conference calls to include scheduling with other attendees, scheduling conference room, and arranging conference calls and off-site meetings.</li><li>
Deliver data calls for SAGE input/outputs/updates for the SAGE manager and others as appropriate. Maintain a tracking system to ensure on time, accurate responses to all data calls.</li><li>
Support the gathering, analyzing, and composition of science information for Incident Management (IM), science capabilities, and science requirement documents.</li><li>
Support the translation of science information into clear, readable documents to be used by science and non-science personnel.</li><li>
Support the organization of science material/information and support writing descriptive copy according to established standards regarding order, clarity, conciseness, style, and terminology.</li><li>
Provides support for writing, formatting, and editing of materials for publications, internet, initiatives, user manuals, training materials, guides, white papers, and reports, etc.</li><li>
Provide science writing support.</li><li>
Review and format documents for accuracy in accordance with applicable regulations.</li><li>
Support the SAGE team in establishing and maintaining communication channels between SAGE leadership/members and all SAGE stakeholder to include by not limited to all offices with S&amp;T.</li><li>
Provide written notes to SAGE team members of all discussions, and meetings.</li><li>
Manage the SharePoint sites.</li><li>
Support the SAGE Manager as requested to include administrative/management tasks.</li><li>
Proficient in the full suite of Microsoft Office to include by not limited to: Word; Excel; Power Point; Database Compare; Outlook; Skype; Spreadsheet Compare.</li><li>
Provide facilitation of meetings to include the coordination of meeting summaries and action items.</li><li>
Assist and provide management analyst support to the IAO Director, Deputy Director, SAGE Manager, and Senior Scientist in all their duties.</li></ul><p><b>
Position 2:</b> Support to the International Cooperative Programs Office (ICPO) (Task 8)
</p><p>Task 8.1: Labor Category:
</p><ul><li>Perform routine and complex project coordination and administrative duties in support of the Director of ICPO and ICPO staff to include but not limited to scheduling, drafting/routing internal memos, filing, intranet website maintenance, and coordinating daily operations of the RDP Front Office.</li><li>
Monitor and maintain ICPO Director calendars, phones, and arrange meetings and conference calls to include scheduling with other attendees, scheduling conference room, and arranging conference calls and off-site meetings.</li><li>
Create, route for approval and submit financial and international implementing arrangement packages and supporting documentation for ICPO.</li><li>
Arrange travel for ICPO, with the exception of contractors, to include domestic, international, and invitational travel.</li><li>
Provide administrative duties such as note taking, meeting set up, managing ICPO tasks, and drafting legal documentation as requested.</li><li>
Attend meetings or conferences with ICPO staff on a reoccurring basis in order to take notes and write up meeting minutes.</li><li>
Assist in setting up the meeting room for meetings taking place in house, take notes and creating and distributing meeting minutes.</li><li>
Conduct local travel to DHS HQ, U.S. Department of State, Foreign Embassies, and Consulates to deliver and pick up passports, visas, and applications relating to them for Official Travel requirements of S&amp;T Federal Employees.</li><li>
Provide support to ICPO meeting and protocol specialist to prepare for foreign visits, including receipt and delivery of refreshments purchased with Federal Official Reception and Representation funds.</li><li>
Escort foreign visitors, as needed, in support of working-level engagements, senior visits, and Principal-level Bilateral Meetings.</li><li>
Research and draft written material, as needed.</li></ul><br>
Required Experience:<br>
<ul><li><b>Requires a Secret Level Clearance and DHS Suitability</b></li><li>
Associates with 2-5 years of experience</li></ul><br>
Keyword: Junior Management Analyst<br>
From: Missing Link Security</div></span>",4 reviews,"Washington, DC 20003"
Jr. Research Associate II,Rescue Agency,"<span id=""job_summary"" class=""summary""><div><div><b>The Company</b></div>
<div>Rescue provides behavior change marketing services (or ""social marketing"") to government, non-profit and corporate organizations. Rescue's current work focuses on tobacco, obesity, violence and alcohol prevention; the promotion of exercise, fresh foods and after school programs; and other products and services that promote healthy living. Most of Rescue's behavior change campaigns focus on teens (13 - 17) and young adults (18 - 26), resulting in an unrivaled experience in behavior change campaigns for those audiences.<br>
<br>
Rescue is a full-service agency, providing research, strategy, creative, production, web, traditional media, social media, policy change, youth engagement and experiential marketing services to clients in over a dozen states and provinces, as well as to federal government agencies.<br>
<br>
We believe that marketing can do more than sell goods, it can create good.</div>
<br>
<div><b>The Job</b></div>
<div>The Jr. Research Associate II reports to the Research Scientist and plays a critical role in Rescue's daily activities, assisting Research staff, managers, and directors with internal and client projects. The Jr. Research Associate II will primarily support a multi-year research project in progress with a federal client. The ideal candidate is a quick and eager learner, detail oriented, organized and highly efficient, able to take on multiple tasks at once, and complete all within tight timelines.</div>
<br>
<div><b><i>Day-To-Day Activities:
</i></b></div><ul><li>Coordinate data collection logistics, including timelines and proper preparation of all materials;</li>
<li>Manage survey data quality review and conduct data entry;</li>
<li>Compile and manage large databases of information;</li>
<li>Manage recruitment of participants for research, including in-person recruitment in schools and non-traditional locations like bars/nightclubs; via phone calls, email, and text, which may include cold calls and online recruitment through social media;</li>
<li>Manage recruitment of organizations and venues (e.g. schools, bars/nightclubs) for research recruitment efforts via phone calls, emails, and text, which may include cold calls, and manage permissions and communications as needed;</li>
<li>Perform administrative tasks for Research department as needed (e.g. coordinate and book travel, prepare travel schedules and itineraries for offsite projects involving multiple staff, pack and ship Research department shipments, coordinate IRB protocol management, filing, and maintenance);</li>
<li>Provide timely reporting and task updates to Rescue staff and clients;</li>
<li>Coordinate, train, and support project contractors and onsite data collection staff when applicable;</li>
<li>Manage secondary research and literature reviews as needed;</li>
<li>Conduct qualitative and quantitative data analysis as needed;</li>
<li>Perform report formatting and citation management, including use of citation management software;</li>
<li>Other duties as assigned.</li>
</ul><div><b><i>Required Qualifications:
</i></b></div><ul><li>Bachelor's Degree + 2 years relevant experience OR Master's Degree in Public Health, Psychology, or related field;</li>
<li>Proven ability to manage multiple tasks at once;</li>
<li>Experience working in a deadline-driven environment;</li>
<li>Proven ability to manage multiple projects simultaneously and work effectively in teams;</li>
<li>Proven ability to work autonomously;</li>
<li>Comfortable working and interacting with people of all backgrounds and ages;</li>
<li>Proven ability to express research findings in a graphical format;</li>
<li>Proven ability to generate basic qualitative and quantitative reports;</li>
<li>Basic understanding of youth and young adult cultures in U.S.</li>
</ul><div><b><i>Preferred Qualifications:</i></b></div>
<ul><li>Degree in Public Health, Psychology, or a related field;</li>
<li>Non-tobacco-use is highly preferred because we only have tobacco-free environments and also to be consistent with our tobacco prevention campaign goals.</li>
</ul><div><b>Location:</b> Washington, D.C.</div>
<div><b>Status:</b> Full-time position</div>
<div><b>Benefits</b>: Learn more about the benefits of working at Rescue here: http://rescueagency.com/careers/</div>
<div><b>Travel:</b> Up to 25% of the time</div>
<br>
<div>If you’re ready to join our team of mission driven talent challenging the status quo, we’d love to meet you! Check out our Careers page at rescueagency.com/careers for more information about what it’s like to work at Rescue, and the benefits that we offer to our team members.</div>
<br>
<div><b>The Fine Print</b></div>
<div>Environment:</div>
<div>All business-related environments are tobacco-free. Must have valid driver's license, reliable transportation, and computer and Internet access. Must be available to work non-traditional hours such as late nights and weekends.</div>
<br>
<div>Physical Requirements:</div>
<div>Able to remain in a sitting position for prolonged periods of time and stoop, bend, reach, climb stairs, and move freely throughout the building for the performance of duties. Able to read from a computer or laptop monitor for several hours at a time including fonts of various sizes from a variety of sources. Able to travel nationwide as needed to meet with clients, coworkers, or attend meetings and seminars. Must be able to move boxed work documents (surveys &amp; materials), up to 40 pounds, in and out of office for travel by car and by air.</div>
<br>
<div><b>The Application</b></div>
<div>All applications must be submitted through Rescue’s online careers system (unless you qualify to request a reasonable accommodation, as detailed at RescueAgency.com/careers). We do not accept applications via email, mail, fax or in-person delivery. Please send questions to careers@rescueagency.com</div>
<br>
<div><b>Rescue | The Behavior Change Agency is an EEO/Minority/Female/Disability/Protected Veteran Employer</b></div></div></span>",,"Washington, DC 20003"
Business Analyst- Mid Level,TechnoGen Inc,"<span id=""job_summary"" class=""summary"">Washington DC
<br>1261 hours
<br><br>
send resumes to ramkee@technogeninc.com Analytic framework and interactive visualizations to compute and display Customer Delay Minutes by cause of delay. Research and validate Headway gap algorithm for automatic detection of long headways in retrospective data; Interactive visualizations of real-time and historical data related to customer rail travel for operations staff.
<br>Experience required
<br>Use a variety of datasets (e.g., automated vehicle location data, fare system data, tain movement data, service disruption data, MetroAlert data) to design and deliver reports, dashboards and analysis to help decisionmakers improve service for customers. Coordinate with internal data owners and clients to trouble shoot and resolve problems. Preferred candidates will have the following skills and experience: 6 or more years responsibility in a data scientist role combining knowledge of business processes, programming -- Ramkee Habeeb 703 444 3327</span>",,"Washington, DC"
