position,company,description,numreview,location
Data Scientist,6sense,"<span id=""job_summary"" class=""summary""><b>Role:</b> Data Scientist
<br>--------------------
<br><br>
Role Description
<br>----------------
<br><br>
6sense is a Predictive Intelligence Engine that is reimagining how B2B companies do sales and marketing. We work with big data at scale, advanced machine learning and predictive modeling to find buyers and predict what they will purchase, when and how much.
<br><br>
The data science team is the core of 6sense engineering. The drive of our visionary CEO and the quality of our work has lead to unprecedented partnerships with companies like Salesforce, Cisco, Dell and Lenovo. Salesforce was so happy with our results that they invested in us.
<br><br>
Our data scientists are not optimizing software; they are building models, big data manipulation techniques and APIs that are the core of the 6sense product. Our models inform smart-email campaigns, website personalization, ad optimization, inside sales call lists and go-to-market messaging. In all we influence how businesses spend millions in marketing and sales budgets.
<br><br>
We’re growing quickly and want to expand our data science family. We are looking for outstanding minds and bright personalities. The bar is high, but our hiring process is simple:
<br><br>
<ul>
<li>Do well on a short take-home test</li>
<li>Work with us in our SoMa office to solve a real problem and communicate the results</li>
<li>Hang out and have fun with our team</li>
</ul>
<b>As a data scientist at 6sense you’ll have the opportunity to:</b><br>
<ul>
<li>Work with some of the largest data sets in enterprise business.</li>
<li>Lead the way in leveraging unstructured data for predictive modeling and decision-making.</li>
<li>Help build a predictive product and inform features at the ground level.</li>
</ul>
We are looking for someone with minimum of 2 years of work experience. Advanced degree is preferred.
<br><br>
<b>If you join our small team you’ll:</b><br>
<ul>
<li>Have the opportunity to advance quickly and build your career trajectory as one of the first 20 tech hires at a fast growing startup.</li>
<li>Enjoy equity and influence in a fast-growing and dynamic pre-IPO company</li>
<li>Work in a beautiful New York loft-style house in the heart of the SoMa (Hurry before we outgrow it!)</li>
</ul>
</span>",,"San Francisco, CA"
Data Scientist,Massdrop,"<span id=""job_summary"" class=""summary"">Overview
<br><br>
We’re looking for a Data Scientist to work directly with the CTO to found Data Science as a discipline at Massdrop. The core responsibilities are to apply quantitative analysis, modeling, and data mining to augment the delivery of content and products. Massdrop is a nexus of social community and e-commerce; there are many signals to leverage for driving unique and engaging experiences for our users. You’ll be working on organizing and delivering community content into a feed that users delight at engaging with on a daily basis.
<br><br>
In partnership with multinational enthusiast brands, you’ll also be working on translating signals from our knowledgeable, active user base into best-in-class physical products that are loved by the community. You’ll be adding to, and accelerating the growth of, our list of collaboration products (such as the https://www.massdrop.com/buy/massdrop-sennheiser-hd6xx ( https://www.massdrop.com/buy/massdrop-sennheiser-hd6xx ), with $10M+ in sales) developed for and by our community.
<br><br>
<b>Here's what you'll do as part of the team:</b><br>
<ul>
<li>Perform deep dive analysis to understand and optimize the key levers of our ads and search ecosystems</li>
<li>Design core metrics for team efforts and model trade-offs across product areas</li>
<li>Apply statistics, modeling, and ML to improve the efficiency of systems and relevance algorithms</li>
<li>Work with product managers and engineers to design data products and debug A/B experiments</li>
</ul>
And here are the skills and experience you'll need to be successful:
<br><br>
<ul>
<li>2+ years of work experience applying scientific methods to solve-real-world problems on web scale data</li>
<li>Expertise in at least one scripting language, preferably Python</li>
<li>Knowledgeable about the machine learning trade-offs and model evaluation</li>
</ul>
Who We Are
<br><br>
Massdrop puts community first. We create high-quality, custom gear, apparel, and products inspired and designed by our online communities. We provide over 5 million members a place to connect, discuss, buy products together, and learn about the things that are important to them.
<br><br>
The engineering team contains of a number of seasoned developers who have scaled web apps beyond 10M daily active users. We have seen a lot of what doesn’t work in our past engineering teams and distilled the right practices and processes to ensure a healthy, sane, and efficient work environment. We’re all about quality engineering, not big egos; the best ideas win here.
<br><br>
If this sounds like the right environment for you to continue your software engineering career, then please submit an application. We’d love to talk with you!</span>",3 reviews,"San Francisco, CA"
BioMedical Data Scientist,Medal,"<span id=""job_summary"" class=""summary"">Welcome to MEDAL! We’re making it easy to share and search patient health records (HIPAA). We help doctors and their staff get off the fax machine and into the modern age at a fraction of the time and cost. Our work lies at the intersection of patient privacy and authorized secondary use of Electronic Health Records (EHR).
<br><br>
MEDAL is hiring a BioMedical Data Scientist to analyze relevant patient health information and public knowledge sources.
<br><br>
<b>In this role, you will:</b><br>
<ul>
<li>Prepare datasets relevant for health data analysis</li>
<li>Recommend instances for human expert review</li>
<li>Match personal identifiers using statistical methods</li>
<li>Develop analytical methods for administrative and clinical care use cases</li>
<li>Research and compare machine learning approaches, methodologies, and datasets</li>
</ul>
REQUIRED
<br><br>
<ul>
<li>Python or Java</li>
<li>Naive Bayes Classifiers (NBC)</li>
<li>Domain Specific Languages (DSL) / concept dictionaries</li>
<li>Regular expressions (RegEx) and other pattern matching techniques</li>
<li>Text indexing, such as ElasticSearch/SOLR/Lucene</li>
<li>Data analysis / data science experience</li>
<li>Ability to manage and format your datasets is a must</li>
<li>Bachelor’s degree in Computer Science or a related degree</li>
</ul>
Familiarity or Willingness to Learn
<br><br>
<ul>
<li>Deep Learning (or simple Markov models is fine)</li>
<li>Relevance (such as Vector Space Modeling)</li>
<li>Concept recognition and similarity searches</li>
<li>Graph matching problems and methods (structure learning)</li>
</ul>
Very Nice to Have
<br><br>
<ul>
<li>Knowledge of BioMedical databases and dictionaries</li>
<li>Experience with health data</li>
<li>Experience with statistics and data visualization (dataviz) tools (matplotlib, MatLab, R)</li>
</ul>
</span>",4 reviews,"San Francisco, CA"
Data Scientist,Plaid,"<span id=""job_summary"" class=""summary""><div><div><div>Plaid’s data science team is building technologies that improve how millions of users understand and grow their financial lives. We're looking for data scientists with experience applying state-of-the-art machine learning and data science techniques toward any area, including natural language processing, security, anomaly detection, optimization, and time series forecasting. We value not only technological know-how, but also creativity, user empathy, and teamwork.</div><div><br>
</div><div>
At Plaid, you will have access to unparalleled collections of transactions, accounts, and financial data. You will be empowered by this data and by our team to build products generating compelling insights and recommendations for our users.</div></div>
<div><div><h3 class=""jobSectionHeader""><b>What excites you</b></h3><div><ul><li>
Utilizing features of billions of transactions to help borrowers access capital for personal and small-business loans and mortgages</li><li>
Modeling the nuanced language of financial statements to extract useful information from their unstructured data (see https://blog.plaid.com/making-sense-of-messy-data/)</li><li>
Exploring new ways we can better equip users and clients with insights about spending, saving, and investing</li><li>
Championing a data-first approach toward decision-making across the entire organization</li></ul></div></div></div>
<div><div><h3 class=""jobSectionHeader""><b>What excites us:</b></h3><div><ul><li>
At least 2 years of production data science experience</li><li>
Preferably (but not required) a graduate degree in machine learning, computational statistics, or similar fields</li><li>
Strong collaborative mindset and experience working with external clients to translate their needs into effective engineering solutions</li></ul></div></div></div>
<div><div>We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.</div></div></div></span>",2 reviews,"San Francisco, CA"
"Associate Scientist - SQL , Google , Source Data",PPD,"<span id=""job_summary"" class=""summary""><div><div>Associate Scientist - SQL , Google , Source Data - 148767</div><div><br>
</div><div><b>Description</b><br>
<div><b>
EXPECT MORE FROM YOUR CAREER</b><br>
<b>EXPECT PPD</b><br>
<br>
PPD is a leading global contract research organization. At PPD we are passionate, deliberate, and driven by our purpose - to improve health.<br>
<br>
PPD Laboratories offers the most comprehensive set of laboratory services available in the industry and continues to deliver innovative solutions to our clients through our collaborative approach, including PPD Laboratories FSP. PPD Laboratories FSP is a unique partnership that allows our clients to leverage the experience of our PPD staff, while allowing you, the employee, to gain direct experience working onsite at a pharmaceutical/ biopharmaceutical company, all while maintaining full-time benefits/advantages of being a part of PPD.<br>
<br>
As an <b>Associate Scientist</b> you will work with the Small Molecule Process Chemistry team to prepare source data for database entry by compiling and sorting information and estabilishing entry priorities.<br>
<br>
Additional key responsibilities for the role on site at a major pharma/biotech company:
</div><ul><li>Prepares source data for database entry by compiling and sorting information; establishing entry priorities.</li>
<li><div>Processes source documents by reviewing data for deficiencies; suggest improvements to data quality and integrity.</div></li>
<li><div>Organizing files and collecting data to be entered into database.</div></li>
<li><div>Meet regularly to discuss the progress of the database build and the future plans for improving data integrity</div></li></ul>
<div>Grow your career within the scientific ladder, pursue project management, or develop into a leader. These are just a few career pathways available once you chose to Be with PPD.<br>
<br>
At PPD we hire the best, develop ourselves and each other, and recognize the power of being one team. It's not just talk, our award-winning training programs speak for themselves.<br>
<br>
Join PPD in our relentless pursuit of excellence - apply now!</div></div><div><br>
</div><div><b>
Qualifications</b><br>
<div>
Education and Experience:</div>
<ul>
<li>Bachelor's degree in a scientific field or Computer Science or equivalent and relevant formal academic / vocational qualification</li>
<li><div>Previous experience that provides the knowledge, skills, and abilities to perform the job (comparable 1+ year) or equivalent combination of education, training, &amp; experience.).</div></li></ul>
<div>
Preferred Experience:</div>
<ul><li>Experience with basic programming or command functions within SQL, JavaScript, HTML5, or Python.</li><li>Experience with visual search, statistics, or operations research</li></ul>
<div>
Knowledge, Skills and Abilities:</div>
<ul>
<li>Knowledge of applicable regulatory authority, compendia and ICH guidelines</li>
<li>Ability to understand and independently apply GMPs and /or GLPs to everyday work with regard to documentation and instrument use</li>
<li>Ability to utilize Microsoft Excel, Word, Google Platforms-Google Drive, Google Sheets, etc. to perform tasks</li>
<li>Ability to independently optimize analytical methods</li>
<li>Good written and oral communication skills</li>
<li>Time management and project management skills</li>
<li>Problem solving and troubleshooting abilities</li>
<li>Ability to work in a collaborative work environment with a team</li></ul>
<div>Working Conditions</div>
<ul>
<li>Work is performed in a laboratory and/or a clinical environment with exposure to electrical office equipment.</li>
<li>Exposure to biological fluids with potential exposure to infectious organisms.
</li><li>Rare exposure to skin and lung irritants, radiation, toxic materials and hazardous waste.
</li><li>Personal protective equipment required such as protective eyewear, garments and gloves.
</li><li>Exposure to fluctuating and/or extreme temperatures on rare occasions.</li></ul>
<div>Physical Requirements</div>
<ul>
<li>Ability to work in an upright and /or stationary position for 6-8 hours per day.
</li><li>Repetitive hand movement of both hands with the ability to make fast, simple, repeated movements of the fingers, hands, and wrists to operate lab equipment.
</li><li>Occasional mobility needed.
</li><li>Occasional crouching, stooping, with frequent bending and twisting of upper body and neck.
</li><li>Light to moderate lifting and carrying (or otherwise moves) objects including luggage and laptop computer with a maximum lift of 15-20 lbs.
</li><li>Ability to access and use a variety of computer software developed both in-house and off-the-shelf.</li>
<li>Ability to communicate information and ideas so others will understand; with the ability to listen to and understand information and ideas presented through spoken words and sentences.
</li><li>Frequently interacts with others to obtain or relate information to diverse groups.
</li><li>Works independently with little guidance or reliance on oral or written instructions and plans work schedules to meet goals. Requires multiple periods of intense concentration.
</li><li>Performs a wide range of variable tasks as dictated by variable demands and changing conditions with little predictability as to the occurrence. Ability to perform under stress. Ability to multi-task.
</li><li>Regular and consistent attendance.</li></ul>
<div>PPD is an affirmative action employer that values diversity as a strength and fosters an environment of mutual respect. PPD provides equal employment opportunities without regard to age, race, color, pregnancy, national origin, religion, sex, gender identity, sexual orientation, disability, veteran status or other status within any other protected group.</div></div><div><br>
</div><div><b>
Organization</b> <b>-</b> Lab Operations</div><div><b>
Primary Location</b> <b>-</b> North America-United States-California-FSP San Francisco CA</div></div></span>",419 reviews,"San Francisco, CA"
Staff Data Scientist,Lyric,"<span id=""job_summary"" class=""summary"">We are looking for a data scientist who is passionate about building interpretable machine learning models all the way from research to production. You will play an instrumental role in helping our customers understand their market better, give them more precise recommendations for their business, and build out our market intelligence to know where we should focus. With your help, Wheelhouse will continue to grow as the number one pricing platform in the hospitality industry.
<br><br>
---------------------------
<br><br>
<b>What you’ll be doing:</b><br>
---------------------------
<br><br>
<ul>
<li>Deploy reproducibly testable, production-ready code</li>
<li>Write novel algorithms from scratch, but know how to use the right tools when they already exist</li>
<li>Full ownership of projects that have an immediate impact on real-world results</li>
<li>Effectively present and communicate findings to all types of audiences</li>
<li>Collaborate closely with other data scientists, engineers, and product teams</li>
<li>Exposure to the full stack: from DevOps to frontend integrations, using open source and internal tools in a cloud environment</li>
</ul>
-------------------------------------
<br><br>
<b>We’re looking for someone with:</b><br>
-------------------------------------
<br><br>
<ul>
<li>5+ years of Engineering &amp; Data Science experience</li>
<li>MS or PhD in Computer Science, Statistics, or another relevant domain (preferred)</li>
<li>Knowledge in machine learning: building regression, classification, and recommender systems</li>
<li>Familiarity with large datasets in distributed systems</li>
<li>Proven track record on taking experimental findings and turning them into code</li>
<li>Some technologies we use are Spark, R, Ruby, Python, Redshift, and Postgres</li>
<li>Experience in any of these areas are a plus!</li>
</ul>
--------------------------
<br>Your first 90 Days…
<br>--------------------------
<br><br>
<ul>
<li>Have a full understanding of our data architecture and recommendation engine</li>
<li>Independently build new features in collaboration with our product team</li>
<li>Advance &amp; test novel solutions for improving our existing products</li>
<li>Own building the analytic and reporting features for the next generation of Wheelhouse</li>
</ul>
-------------------
<br><br>
<b>Perks and Benefits:</b><br>
-------------------
<br><br>
<ul>
<li>Competitive Salary and Equity</li>
<li>Medical, Dental, and Vision Coverage</li>
<li>Commuter Subsidy</li>
<li>Fitness Subsidy</li>
<li>401k</li>
<li>Education Subsidy</li>
<li>Unlimited PTO</li>
<li>Pet Friendly Office</li>
</ul>
---------
<br><br>
<b>About Us:</b><br>
---------
<br><br>
Lyric (formerly Parallel) is building the next great hospitality company.
<br><br>
We design &amp; manage premium short-term rentals, that combine the spaciousness of an apartment, the amenities of a 4-star hotel, the productivity of your favorite work space, and the creative inspiration of an artistic studio.
<br><br>
Powering everything we do is a proprietary software &amp; data platform designed to inform every aspect of our operations - from location selection to inventory design, revenue management to personalized guest experiences.
<br><br>
The global accommodations industry is worth more than $1T/year, but it hasn’t kept up with the needs of today’s modern traveler. Lyric is changing that.
<br><br>
We set out to re-imagine what this future will look like, and we'd love to have you along as part of that journey!
<br><br>
--------
<br>Our team
<br>--------
<br><br>
We are a fast growing team founded by veteran entrepreneurs and backed by a number of the largest and most respected VC’s in the world. Headquartered in downtown San Francisco, we're hiring top talent across all business units!
<br><br>
Lyric is committed to equal employment opportunity. Lyric prohibits discrimination or harassment against any employee or applicant for employment based on race, color, creed, religion, sex, physical or mental disability, genetic information, age and/or any other protected category protected by federal or state law or local ordinance.</span>",,"San Francisco, CA 94114"
Data Scientist – Marketing | Fortune 500 Retailer,BICP,"<span id=""job_summary"" class=""summary""><p>BICP a leading edge BI, Analytics and Big Data consulting firm is currently seeking 4x Data Scientist to support one of our long standing and direct retail client in downtown San Francisco, CA. This engagement will be focused on Marketing (Product &amp; Site Merchandising) with one of the most recognizable brands in the apparel industry. This is a small but rapidly growing team focused on all things e-commerce including Personalization, Recommendation, Experimentation, Segmentation, Inventory Optimization, and Forecasting. Ideal consultants will have 1-2 years’ experience as a Data Scientist and will be expected to support various projects to drive customer personalization in addition to other special projects. Consultant will be expected to build and maintain algorithms and models in Python or R, design and deploy algorithmic solutions and create compelling presentations for both internal and external customers using D3.js, R Shiny, Looker, Tableau or similar. Must have at least 1 year experience developing machine learning, NLP and statistical models for real-world problems using Java, Scala, Python or R. Any big data (Spark/Hadoop/Hive) ad A/B testing is preferred but not required. Experience with personalization and/or recommendation, time series analysis, text and natural language processing (NLP) is a plus. Consultant is expected to have a BS, MS or PhD in Computer Science, Statistics, Applied Math, Operational Research, or related field.</p><p>We’re looking to hire candidates that can thrive in an Agile environment and who possesses great interpersonal and communication skills to work effectively with parallel teams and have the ability to closely collaborate &amp; drive conversations with the business.</p><p>If you’re looking to join an organization where there is tremendous growth opportunity, that operates with transparency and fosters a highly collaborative approach then BICP could be a great place for you. We offer excellent compensation and the flexibility you will not find at other consulting firms. We offer a guaranteed bonus, relocation (if required) and after 12 months our consultants have the option to join our end client as a full time employee without liability. With BICP you have the freedom and flexibility to do what’s best for your career without limitations.</p><p><b>Please Note</b>: U.S. Citizens and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor H1-b visas at this time.</p><p>Job Type: Full-time</p><p>Salary: $125,000.00 to $175,000.00 /year</p><p>Experience:</p><ul><li>Data Science: 1 year</li></ul><p>Education:</p><ul><li>Bachelor's</li></ul><p>Required work authorization:</p><ul><li>United States</li></ul></span>",3 reviews,"San Francisco, CA"
Machine Learning Engineer/Data Scientist,Twitter,"<span id=""job_summary"" class=""summary""><div><div><div><div><div><div><p><b>Who we are:</b></p>
<p>Our mission is to provide tools that enable advertisers to reach niche interest groups and personas that resonate with their business. We accomplish this by leveraging machine learning to infer user attributes such as demographics and interests. Advertisers can then use these attributes to specify the type of person their advertisement should target.<br>
</p>
<p><b>What you will do:</b></p>
<p>Apply the latest machine learning algorithms for image and video classification, tagging, entity resolution, and topic modeling.</p>
<p><b>
</b></p><p><b>Who you are:</b></p>
<p>You’re a machine learning engineer with an interest in applications to image and video modeling.</p>
<p><b>
</b></p><p><b>Requirements:</b></p>
<p><b>
</b></p><ul><li><p>BS, MS, or PhD in computer science, data mining, machine learning, information retrieval, recommendation systems, natural language processing, statistics, math, engineering, operations research, or other quantitative discipline; or equivalent work experience</p>
</li><li><p>4+ years industry experience</p>
</li><li><p>Skilled in using various machine learning algorithms for classification and regression</p>
</li><li><p>Fluent in one or more object oriented languages like Java, Scala, C#, C++</p>
</li><li><p>Experience with Spark, Hadoop, Pig or other MapReduce-based architectures</p>
</li><li><p>Knowledgeable of core CS concepts such as: common data structures and algorithms.</p>
</li><li><p>Comfortable conducting design and code reviews.</p>
</li><li><p>Experienced in operating Linux-based systems.</p>
</li><li><p>Passionate about working with large unstructured and structured data sets</p>
</li></ul><p>We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran, genetic information, marital status or any other legally protected status.</p>
<p>
</p><p>San Francisco applicants: Pursuant to the San Francisco Fair Chance Ordinance,</p></div></div></div></div></div></div></span>",56 reviews,"San Francisco, CA 94103"
Data Scientist - Brighterion,Brighterion,"<span id=""job_summary"" class=""summary""><div>Brighterion is an award winning Artificial Intelligence and Machine Learning Company recently acquired by Mastercard. Our innovative cross channel AI solutions are applied in industries such as fintech, investment banking, biotech, and insurance. The team at Brighterion pushes the boundaries of innovation for in pure Artificial Intelligence technologies with a culture focused on delivering the results our clients expect and deserve. The Brighterion Research and Development team is dedicated to keeping Brighterion at the leading edge of Artificial Intelligence (AI) and Machine learning (ML). We are pursuing highly motivated individual who displays strong achievement orientation, resilience, diligence, and the ability to research and innovate to provide the Brighterion model development team with the newest and most efficient technologies.
<br>
<br>
It encompasses the following activities:
<br>
<ul><li>Familiar with the latest AI and ML technologies
</li><li>Implement prototype ideas using Python or Java and evaluate benefits of new technologies against existing alternative approaches
</li><li>Research best way to leverage new technologies in current modeling pipelines
</li><li>Designs and models improvement of existing AI models with an understanding of business and technical issues
</li></ul><br>
<br>
<br>
Role
<br>
<ul><li>Read research papers, white papers, article related to AI and ML technologies both from a theoretical standpoint and practical application in the industry.
</li><li>Design and implement prototypes using Python and Java programming language.
</li><li>Research alternative techniques and technologies. If not available in the existing framework, design and implement an approach in Java or Python.
</li><li>Evaluate the prototype against alternative approaches and document the strength and weaknesses. Provide recommendation on how to move forward.
</li><li>Research best configuration parameters of the new AI and ML technologies to provide the optimal outcome for a given vertical.
</li></ul><br>
<br>
<br>
<br>
All About You
<br>
<ul><li>Strong Mathematics background
</li><li>Strong experience in Artificial Intelligence and Machine Learning
</li><li>Programing language: Java, Python
</li><li>Experience with SQL language
</li><li>Problem solver
</li><li>Creative and ingenious
</li><li>BS in computer science or a related field
</li><li>Good communication skills
</li></ul><br>
<br>
<p><i>Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law.</i></p></div></span>",24 reviews,"San Francisco, CA 94105"
Product Data Scientist,Juvo,"<span id=""job_summary"" class=""summary""><b>Juvo was founded with an overarching mission:</b> to establish financial identities for the billions of people worldwide who are creditworthy, yet financially excluded. In partnership with mobile network operators, Juvo’s proprietary Identity Scoring technology uses data science, machine learning and game mechanics to create an identity-based relationship with anonymous prepaid users, opening up access to otherwise unattainable mobile financial services.
<br><br>
Since emerging from stealth in September 2016, Juvo has increased its global reach five times over, from 100 million to 500 million, and has steadily grown its operations and employee base worldwide with 70 employees today. To date, Juvo has enabled over 400M transactions in 25 countries and 4 continents, with 1M active subscribers a day. Juvo’s mobile operator partners include Telefonica, Millicom, Sprint, Duetsche Telekom and Cable &amp; Wireless.
<br><br>
In 2017, Juvo completed a $40 million USD Series B funding round with funding from Samsung NEXT and top-tier VCs including NEA, Wing Venture, and Freestyle Capital. Early investors in the company include the former CEOs of AT&amp;T Wireless, NYSE, Sprint, Telefonica International and Vodafone Group. Juvo is frequently profiled in top tier tech and business press and our proprietary technology, Identity Scoring, is award winning.
<br><br>
About the Job
<br>-------------
<br><br>
We are looking for a talented Data Scientist to help Juvo convert user data into personalized credit scores. You will play a central role not only in ensuring Juvo’s success, but improving the financial landscape of millions, if not billions of people. As you lead key Data Science and platform initiatives, you will play a major role in the planning and construction of Juvo’s technical stack.
<br><br>
Qualifications
<br>--------------
<br><br>
<ul>
<li>MS/PhD in a quantitative field e.g., Physics, Astronomy, Chemistry, CS, Math and/or 5+ years experience in data science, product management or software development.</li>
<li>Comfortable in Unix computing environments and have a handful of your favorite BASH tricks.</li>
<li>Experience with one or more of the following programming languages: Python, Scala, R, Java.</li>
<li>Familiar with distributed computing frameworks such as Hadoop, Spark, Hive.</li>
<li>You are constantly assessing performance of the product and love to come up with new ideas and angles to make it work even better.</li>
<li>Strong communication skills; excel at writing docs, proposals and giving talks.</li>
<li>Comfortable flying across the world and giving a talk to a partner and working things out in a python notebook on the plane ride home.</li>
<li>Enjoy working in a fast-paced collaborative environment where the mantra is to push to master, make sure it makes sense...and doesn't break!</li>
</ul>
</span>",,"San Francisco, CA"
Data Scientist,Z Gallerie,"<span id=""job_summary"" class=""summary""><div><div><div><div><div><b>Purpose of Position</b></div><br>
<div>
As a Data Scientist on our rapidly growing team, you will have the opportunity to make a large impact at Z Gallerie. You will be embedded within our highly analytical marketing team. The team moves fast and is focused on one thing: getting more people to shop for home furnishings at Z Gallerie both online and in store . You will identify key metrics, design experimentation and incrementality tests, conduct deep and rigorous analysis, and deliver insights to the team for marketing scale and optimization. You will also be working across all channels in the business which means interfacing with many business leaders. You will be a trusted partner in the team tackling the toughest and most impactful analytical problems while making the data accessible to your teammates and cross-functional colleagues.</div><br>
<div><b>
Essential Duties and Responsibilities</b></div><br>
<ul><li>
Conduct quantitative research and analysis of our brand strategy requiring complex data retrieval that results in actionable insights and recommendations</li><li>
Collaborate with store operations, marketing, merchandising, and planning teams to identify opportunity areas, translate them into structured analyses, and generate actionable insights</li><li>
Identify key questions, problems, and KPIs using your sharp business acumen and judgment and past retail analytics experiences</li><li>
Design and analyze rigorous experiments and incrementality tests</li><li>
Build predictive models to better understand and forecast users behavior.</li><li>
Work daily with marketing leadership and a team of marketing professionals to discover and guide the most impactful marketing investments</li><li>
Provide access to data through dashboards and other analytical tools to empower the marketing team and cross-functional partners through self-service. Look for opportunity to automate insights through alerting and anomaly detection.</li><li>
Make conclusions from your analysis, present your results, and advocate for proposed next steps to key decision makers</li><li>
Develop and deliver on the marketing and retail analytics roadmap</li><li>
Build analytical tools from scratch (like a customer LTV model, a budget optimization model and campaign effectiveness tools) that will enable marketing to acquire new users in the most efficient way</li><li>
Other tasks as required</li></ul><br>
<div><b>
Position Specifications</b></div><br>
<div><i>
Education &amp; Formal Training</i></div><ul><li>
Bachelor’s degree</li><li>
Prior retail experience a plus</li></ul><br>
<div><i>
Experience &amp; Skills</i></div><ul><li>
 Passion for, and track record of leveraging data for business impact in a multi-channel marketing environment (including ad servers, social networks, RTB platforms, and offline channels).</li><li>
Thorough understanding of the digital marketing / ad tech ecosystem and the best practices for measurement in it.</li><li>
Ability to write complex and performant queries in your dialect of SQL.</li><li>
Experience building tools and automated processes to extract, clean, and distill data in a procedural language of your choice such as Python, Julia, or R.</li><li>
Understanding of A/B testing and other forms of statistical analysis using statistical packages similar to R, SAS, or Pandas.</li><li>
Effective data visualization skills with analytical tools.</li><li>
Growth mindset; the ability to thrive in a dynamic and collaborative environment.</li><li>
Previous experience with measurement in offline channels.</li><li>
Data modeling, ETL and data pipeline development experience.</li><li>
Advanced degree in statistics or other quantitative field.</li><li>
Experience in SQL; ability to extract and manipulate data.</li><li>
Demonstrated ability to create insightful analytic results and communicate results and methodology effectively with partners.</li><li>
Skilled in working with data at varying levels of granularity and the issues inherent in building data sets across different platforms and systems of record.</li><li>
Demonstrated advanced Excel reporting skills.</li><li>
Interest in learning about and testing new customer acquisition strategies.</li><li>
Experience with other data and analysis tools/languages a plus (Google Analytics, Tableau, etc.).</li><li>
Proven capability to build strong partnerships and work with business partners to effectively negotiate priorities and scope of work.</li><li>
Ability to gather information and create both business and technical requirement documentation, as well as, drive the requirements process with both technical and business partners.</li></ul><br>
</div></div></div><div><div><div><p><b>Apply for this job online</b></p></div><div><p><b>
Email this job to a friend</b></p></div>
</div><div><br>
<p>Share on your newsfeed</p></div></div></div></span>",121 reviews,"Berkeley, CA"
Data Scientist / Data Engineer,First Republic Bank,"<span id=""job_summary"" class=""summary""><div><div><div><div><div>First Republic is an ultra-high-touch bank that provides extraordinary client service. We believe that one-on-one interactions build lasting relationships. We move quickly to serve our clients’ needs so that their financial transactions are handled with ease and efficiency. Client trust and security are paramount in our line of business. Ultimately, our goal is unsurpassed client satisfaction which will lead to personal referrals – our number one source of new business. We recognize that our competitive advantage starts with our people and our culture. At First Republic, we work hard and move quickly as a very coordinated team. If you are looking for an opportunity to grow and contribute in a fun, fast-paced environment, First Republic is the place for you. We have exceptional people focused on providing extraordinary service.</div><br>
<div>
The Data Scientist/Data Engineer will play a crucial role in our Enterprise Data and Client Insights (EDCI) group. In this role you will help build the data infrastructure that will allow the team to conduct, analyze, and consult on business decisions. The Data Scientist/Data Engineer must be comfortable with a fast paced environment where you may need to shift responsibilities depending on project/team needs. You will be exposed to a number of departments and executives in this role giving insight into various verticals in the bank. We’re looking for someone who is willing to roll up their sleeves to help build the foundation so that you can create the reports and run analysis from a Data Science perspective.</div>
</div></div></div><h2 class=""jobSectionHeader""><b>Responsibilities
</b></h2><div><div><div><ul><li>Experience with analytics; Investment Management/Banking experience is a plus</li><li>
Experience with Python, Java, etc.</li><li>
SQL and experience with relational databases</li><li>
Experience building real-time data pipelines and DW's</li><li>
Designing for the present and future</li><li>
Design and implement data modeling</li><li>
Develop solutions for real world, enterprise wide problems that impact the business and customer</li><li>
Interact with various business groups and a variety of people across the bank to identify opportunities</li><li>
Partner with leadership and stakeholders to develop and execute various reporting packages and ad hoc requests</li><li>
Experience in Machine Learning and/or Artificial Intelligence</li><li>
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions</li><li>
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting, and other business outcomes</li></ul>
</div></div></div><h2 class=""jobSectionHeader""><b>Qualifications
</b></h2><div><div><div><ul><li>Programming experience in one or more of the following: Java, Python and/or C, C++.</li><li>
Writing high-performance, reliable and maintainable code</li><li>
Good knowledge of database structures, theories, principles, and practices</li><li>
Relational SQL, distributed SQL and NoSQL databases including, but not limited to, MSSQL, PostgreSQL, MySQL, MemSQL, CrateDB, MongoDB, Cassandra, etc.</li><li>
Fluent in writing shell scripts</li><li>
Knowledge and experience in statistical and data mining techniques</li></ul><div>
Experience creating and using machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.</div></div></div></div></div></span>",124 reviews,"San Francisco, CA"
